Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:13:29   8.7   0.0   0.2  91.2   0.0    2   1241   1742    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:30   8.6   0.0   0.2  91.2   0.0    2   1201   1590    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:31   8.6   0.0   0.2  91.2   0.0    2   1131   1619    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:13:32   8.5   0.0   0.1  91.4   0.0    2   1156   1658    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:33   8.5   0.0   0.2  91.2   0.2    2   1127   1588    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:34   8.6   0.0   0.2  91.2   0.0    2   1221   1683    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:35   8.5   0.0   0.2  91.2   0.1    2   1100   1560    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:36   8.5   0.0   0.2  91.3   0.0    2   1111   1578    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:37   8.5   0.0   0.2  91.3   0.0    2   1127   1596    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:38   8.5   0.0   0.2  91.2   0.2    2   1149   1591    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:39   8.6   0.0   0.2  91.2   0.1    2   1177   1653    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:40   8.6   0.0   0.2  91.2   0.0    2   1180   1633    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:41   8.6   0.0   0.1  91.3   0.0    2   1130   1673    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:42   8.3   0.0   0.2  91.6   0.0    2   1215   1688    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:43   8.5   0.0   0.2  91.2   0.1    2   1110   1599    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:44   8.6   0.0   0.2  91.1   0.1    2   1285   1763    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:45   8.7   0.0   0.2  91.0   0.1    2   1202   1687    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:46   8.1   0.0   0.2  91.7   0.0    1   1100   1533    2    2    2   0.00E  0.85 GHz  0.80 GHz  1.02 GHz
08:13:47   8.0   0.0   0.1  91.9   0.0    2   1292   1597    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:48   8.7   0.0   0.3  91.0   0.1    2   1238   1753    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:49   8.6   0.0   0.2  91.2   0.0    2   1185   1728    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:50   8.5   0.0   0.2  91.2   0.1    2   1181   1679    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:51   8.5   0.0   0.2  91.3   0.0    2   1153   1670    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:13:52   8.4   0.0   0.2  91.4   0.0    2   1139   1616    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:53   8.5   0.0   0.3  91.2   0.1    2   1178   1678    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:54   8.6   0.0   0.1  91.3   0.0    2   1203   1694    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:13:55   8.5   0.0   0.2  91.2   0.1    2   1165   1657    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:56   8.4   0.0   0.2  91.3   0.1    2   1121   1660    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:57   8.5   0.0   0.2  91.3   0.0    2   1158   1691    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
08:13:58   8.6   0.0   0.2  91.2   0.1    2   1166   1617    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:13:59   8.5   0.0   0.2  91.3   0.0    2   1163   1726    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:00   8.9   0.0   0.2  90.9   0.0    2   1391   1795    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:01   8.6   0.0   0.2  91.2   0.0    2   1148   1669    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:02   8.8   0.0   0.2  90.9   0.2    2   1199   1603    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:03   8.9   0.0   0.2  91.0   0.0    2   1224   1652    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:04   8.3   0.0   0.2  91.5   0.1    2   1190   1687    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:05   8.5   0.0   0.2  91.3   0.0    2   1114   1612    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:06   8.6   0.0   0.1  91.3   0.0    2   1157   1630    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
08:14:07   8.5   0.0   0.2  91.2   0.1    2   1123   1609    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:08   5.2   0.0   0.2  94.4   0.3    1    995   1216    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.13 GHz
08:14:09   6.6   0.0   0.2  93.2   0.0    2   1075   1414    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:10   4.4   0.0   0.2  95.4   0.0    2    982   1070    2    2    3   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:11   8.2   0.0   0.2  91.7   0.0    2   1187   1647    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:12   8.5   0.0   0.2  91.3   0.0    2   1131   1629    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:13   8.5   0.0   0.1  91.1   0.3    2   1217   1738    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:14   8.5   0.0   0.2  91.3   0.0    2   1156   1642    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:15   8.5   0.0   0.2  91.3   0.0    2   1119   1600    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:16   8.5   0.0   0.1  91.4   0.0    2   1126   1640    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:17   8.5   0.0   0.2  91.2   0.0    2   1079   1627    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:14:18   7.9   0.0   0.1  91.8   0.3    2   1177   1550    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:19   7.8   0.0   0.2  92.0   0.0    2   1118   1529    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:20   7.6   0.0   0.3  92.0   0.1    2   1194   1608    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:21   8.6   0.0   0.1  91.3   0.0    2   1196   1632    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:22   8.6   0.0   0.2  91.2   0.0    2   1147   1632    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:23   7.9   0.0   0.2  91.7   0.2    2   1103   1496    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:24   8.5   0.0   0.2  91.2   0.1    3   1203   1723    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:25   4.8   0.0   0.2  95.1   0.0    2    986   1149    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:26   8.2   0.0   0.2  91.6   0.1    2   1132   1618    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:27   6.2   0.0   0.2  93.6   0.0    2    998   1343    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:28   6.4   0.0   0.1  93.3   0.2    2   1054   1385    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:29   8.6   0.0   0.1  91.2   0.1    2   1168   1691    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:30   7.5   0.0   0.2  92.3   0.0    1   1051   1432    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.06 GHz
08:14:31   7.4   0.0   0.1  92.5   0.0    2   1074   1465    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:32   7.8   0.0   0.2  92.0   0.0    1   1088   1546    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.13 GHz
08:14:33   4.1   0.0   0.2  95.5   0.3    1    921   1042    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.13 GHz
08:14:34   8.4   0.0   0.2  91.4   0.0    2   1160   1657    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:35   8.4   0.0   0.2  91.4   0.1    2   1158   1614    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:36   7.2   0.0   0.2  92.5   0.0    2   1079   1475    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:37   6.6   0.0   0.2  93.2   0.1    2   1051   1362    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:38   7.2   0.0   0.2  92.6   0.1    2   1117   1456    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:39   8.5   0.0   0.2  91.2   0.1    2   1161   1610    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:40   8.4   0.0   0.1  91.5   0.0    2   1144   1609    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:14:41   8.5   0.0   0.2  91.2   0.1    2   1155   1680    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:42   8.6   0.0   0.2  91.2   0.1    2   1259   1740    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:43   8.6   0.0   0.2  91.0   0.2    2   1229   1718    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:44   8.5   0.0   0.2  91.3   0.0    2   1195   1766    2    2    3   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:45   8.5   0.0   0.2  91.3   0.0    2   1093   1631    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:46   8.7   0.0   0.2  91.2   0.0    2   1130   1601    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:47   8.5   0.0   0.2  91.1   0.3    2   1160   1658    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:48   8.5   0.0   0.2  91.1   0.2    2   1214   1688    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:49   8.5   0.0   0.2  91.3   0.0    2   1127   1645    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:50   8.4   0.0   0.2  91.4   0.0    2   1144   1675    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:51   8.6   0.0   0.1  91.2   0.1    2   1127   1676    2    2    3   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:52   8.5   0.0   0.2  91.3   0.0    2   1241   1758    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:53   8.6   0.0   0.2  90.9   0.3    2   1152   1682    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:54   8.4   0.0   0.2  91.4   0.0    2   1119   1572    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:55   8.6   0.0   0.1  91.3   0.0    2   1136   1615    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:56   8.6   0.0   0.2  91.2   0.0    2   1212   1716    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:57   8.7   0.0   0.2  91.2   0.0    2   1135   1659    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:14:58   8.5   0.0   0.3  91.0   0.3    2   1194   1663    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:14:59   8.4   0.0   0.2  91.3   0.1    2   1122   1624    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:00   8.6   0.0   0.2  91.2   0.0    2   1358   1829    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:01   8.6   0.0   0.3  91.1   0.0    2   1234   1877    5    4    5   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:02   8.4   0.0   0.2  91.4   0.0    2   1140   1631    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:03   8.6   0.0   0.2  91.0   0.2    2   1155   1671    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:15:04   8.4   0.0   0.2  91.2   0.2    2   1166   1632    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:05   8.6   0.0   0.2  91.2   0.0    2   1142   1659    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:06   8.4   0.0   0.2  91.4   0.0    2   1142   1670    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:07   8.5   0.0   0.2  91.3   0.0    2   1079   1557    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:08   8.4   0.0   0.2  91.2   0.3    2   1121   1630    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:09   8.5   0.0   0.2  91.3   0.0    2   1116   1600    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:10   8.7   0.0   0.2  91.1   0.1    2   1227   1705    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:11   8.5   0.0   0.2  91.2   0.1    2   1099   1577    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:12   8.4   0.0   0.1  91.5   0.0    2   1108   1613    2    2    4   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:13   8.5   0.0   0.2  91.2   0.2    2   1105   1576    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:14   8.5   0.0   0.2  91.3   0.0    2   1163   1636    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:15   8.5   0.0   0.1  91.3   0.1    2   1151   1613    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:16   8.5   0.0   0.2  91.3   0.0    2   1090   1598    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
08:15:17   8.5   0.0   0.1  91.4   0.0    2   1178   1714    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:18   8.5   0.0   0.2  91.1   0.3    2   1162   1637    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:19   8.5   0.0   0.2  91.3   0.0    2   1086   1621    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:20   8.5   0.0   0.2  91.2   0.1    2   1091   1595    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:21   8.5   0.0   0.2  91.3   0.0    2   1137   1642    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:22   8.5   0.0   0.2  91.2   0.1    2   1179   1632    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:23   8.5   0.0   0.2  91.2   0.2    2   1102   1588    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:24   8.5   0.0   0.1  91.4   0.0    2   1166   1619    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:25   8.5   0.0   0.2  91.3   0.0    2   1162   1630    2    2    3   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:26   8.5   0.0   0.2  91.2   0.1    1   1101   1587    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:15:27   3.7   0.0   0.2  96.1   0.1    2    922   1046    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:28   8.4   0.0   0.2  91.2   0.2    4   1126   1632    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:29   8.6   0.0   0.2  91.2   0.0    2   1232   1733    2    2    4   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:30   8.5   0.0   0.2  91.3   0.0    2   1163   1669    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:31   8.5   0.0   0.1  91.4   0.0    2   1090   1612    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:32   8.7   0.0   0.2  91.1   0.1    2   1296   1741    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:33   8.5   0.0   0.2  91.1   0.3    2   1064   1593    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:34   8.5   0.0   0.2  91.3   0.0    2   1150   1637    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:35   8.6   0.0   0.2  91.2   0.0    2   1157   1616    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
08:15:36   8.4   0.0   0.2  91.4   0.0    2   1127   1643    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:37   8.1   0.0   0.2  91.7   0.0    2   1072   1535    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:38   8.5   0.0   0.2  91.0   0.3    3   1206   1654    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:39   8.5   0.0   0.2  91.3   0.0    3   1117   1588    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:40   8.5   0.0   0.1  91.4   0.0    2   1105   1603    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:41   8.5   0.0   0.2  91.3   0.0    2   1136   1640    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:42   8.5   0.0   0.2  91.2   0.1    2   1172   1649    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:43   8.4   0.0   0.2  91.2   0.2    2   1103   1583    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:44   8.5   0.0   0.2  91.2   0.1    2   1168   1680    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:15:45   7.4   0.0   0.2  92.4   0.0    1   1070   1429    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.13 GHz
08:15:46   6.4   0.0   0.1  93.5   0.0    2   1047   1346    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:47   1.9   0.0   0.2  97.9   0.0    2    753    633    2    2    2   0.00E  0.86 GHz  0.80 GHz  1.30 GHz
08:15:48   4.4   0.0   0.2  95.3   0.1    3    972   1103    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:49   8.5   0.0   0.2  91.3   0.0    2   1113   1613    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:15:50   5.3   0.0   0.2  94.4   0.1    2   1040   1213    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:51   8.5   0.0   0.2  91.3   0.0    3   1058   1523    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:52   7.9   0.0   0.2  91.8   0.1    2   1130   1606    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:53   8.5   0.0   0.1  91.2   0.2    2   1174   1660    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:54   8.5   0.0   0.2  91.3   0.0    2   1127   1578    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:55   8.5   0.0   0.2  91.2   0.1    2   1123   1564    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:56   5.2   0.0   0.2  94.6   0.0    2    966   1164    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:57   8.5   0.0   0.1  91.3   0.1    2   1097   1580    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:58   7.4   0.0   0.2  92.2   0.2    2   1120   1457    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:15:59   6.3   0.0   0.1  93.7   0.0    3   1005   1259    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:00   8.6   0.0   0.2  91.2   0.0    3   1265   1645    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:01   6.4   0.0   0.2  93.2   0.2    2   1081   1398    0    0    0   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:02   8.5   0.0   0.1  91.4   0.0    2   1163   1634    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:03   8.5   0.0   0.2  91.2   0.2    2   1108   1585    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:04   8.5   0.0   0.2  91.2   0.1    2   1168   1625    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:05   7.2   0.0   0.2  92.5   0.1    2   1082   1453    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:06   6.0   0.0   0.2  93.8   0.0    2   1034   1284    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
08:16:07   8.3   0.0   0.2  91.4   0.1    2   1152   1646    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:08   8.5   0.0   0.2  91.2   0.2    3   1132   1621    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:16:09   8.5   0.0   0.2  91.2   0.1    2   1134   1628    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:10   8.7   0.0   0.2  91.2   0.0    2   1168   1629    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:16:11   8.3   0.0   0.2  91.6   0.0    2   1108   1600    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:16:12   8.4   0.0   0.2  91.3   0.1    2   1184   1629    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
08:16:13   7.7   0.0   0.2  91.9   0.3    1   1063   1456    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.13 GHz
08:16:14   6.4   0.0   0.3  93.3   0.0    2   1078   1389    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:15   8.3   0.0   0.2  91.5   0.1    2   1122   1580    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
08:16:16   4.6   0.0   0.2  95.2   0.0    1    906   1061    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.05 GHz
08:16:17   5.9   0.0   0.1  94.0   0.1    2   1082   1341    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:18   8.5   0.0   0.2  91.2   0.2    2   1241   1706    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
08:16:19   8.5   0.0   0.2  91.3   0.0    2   1130   1634    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
