CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
70,50000,90,6.23,6.335,109.074104,9.16807897867307,218.486100218299,222.307724691397,222.330997,0.157851076479874,69.098444884,68.9423835832676,68.95,9,109.060503,2326499,1.56412113009111,None
70,50000,90,6.23,6.00333333333333,109.491742,9.13310886952552,210.761126291427,212.070069919767,212.094542,0.166566438388673,65.7315424473333,65.4497501388118,65.58,9,109.478169,2333351,1.56981399196981,None
70,50000,90,6.23,6.33,109.513009,9.13133525533939,224.696293966975,227.218920154028,227.245147,0.157961458190363,69.321734697,68.4175882043181,69.16,8,109.495759,2337470,1.57326652237346,None
70,50000,90,6.23,6.19,109.335319,9.14617535437017,225.536175828612,224.47113656462,224.497435,0.161524958411147,67.678562461,67.8648357565967,67.53,10,109.322294,2341942,1.57698505450337,None
70,50000,90,6.23,6.075,109.368389,9.1434098018944,224.762485393487,221.405243339369,221.432241,0.164576484348148,66.4412963175,67.6543209876543,66.29,10,109.353653,2329771,1.56683394984931,None
70,50000,90,6.23,6.18833333333333,109.311918,9.14813332613924,242.587442712436,235.19146216725,235.214873,0.161519381010773,67.645858589,68.758416374899,67.5,10,109.298755,2338383,1.57401850120439,None
70,50000,90,6.23,6.30166666666667,109.360907,9.14403535442514,231.422007936367,230.950440668606,230.975544,0.158623536874901,68.9155982278333,69.4260777572071,68.76,10,109.34316,2336703,1.57262506536664,None
70,50000,90,6.23,6.29,109.002847,9.17407230657012,215.767998429553,219.789666157658,219.813839,0.158973620832803,68.562790763,67.7927927927928,68.4,8,108.987961,2338199,1.57387001870364,None
70,50000,90,6.23,6.26333333333333,109.230371,9.15496295439663,218.331458791761,220.732043944385,220.757107,0.159643457585152,68.4146223696667,68.214475784992,68.25,9,109.212578,2329601,1.5667028447291,None
80,50000,90,7.12,7.22166666666667,108.775753,9.19322525857394,290.190796867028,294.152910968151,294.174953,0.138429557392338,78.5542229581667,78.3752596353566,78.36,12,108.760989,2354800,1.58776120305156,None
80,50000,90,7.12,7.07333333333333,108.938021,9.17953154298626,277.538795136628,281.347952733977,281.369913,0.141280024480914,77.0554935206667,75.8836003770028,76.86,13,108.922802,2355678,1.58848483573625,None
80,50000,90,7.12,7.16666666666667,108.745112,9.19581562433813,296.755002704164,298.065117319535,298.087381,0.139408536137674,77.9339969333333,77.9302325581395,77.74,14,108.73167,2360971,1.59290143006637,None
80,50000,90,7.12,7.14,108.635223,9.20511757038507,276.025442856881,280.443333571662,280.465657,0.139850196533613,77.565549222,77.9878618113912,77.37,11,108.618302,2358340,1.59070643244224,None
80,50000,90,7.12,7.165,108.674577,9.20178414865144,268.794557295738,276.65961562689,276.6809,0.139556460686904,77.8653344205,76.6573621772505,77.67,13,108.659041,2358459,1.59080726109584,None
80,50000,90,7.12,7.13833333333333,109.176496,9.15948062667261,277.969650060027,283.608027634368,283.631221,0.140085840473967,77.9338220613333,77.7142190053701,77.75,12,109.159599,2356021,1.58877559239378,None
80,50000,90,7.12,7.32333333333333,108.62114,9.20631103669138,278.429289412529,286.691880406691,286.712008,0.136529724045972,79.5468815266667,79.0282203004097,79.34,13,108.603181,2358974,1.59124565539196,None
80,50000,90,7.12,7.145,108.743499,9.19595202652068,290.918089630261,292.121919167017,292.143809,0.139921462442034,77.6972300355,77.2801492885468,77.5,13,108.729027,2354309,1.5873472522841,None
80,50000,90,7.12,7.05166666666667,108.817494,9.18969885485508,326.237764826931,315.233216773103,315.255281,0.141800821521153,76.734469519,78.196643819428,76.54,17,108.801599,2350679,1.58431636722605,None
90,50000,90,8.01,8.03666666666667,108.352465,9.22913936475742,527.068458265093,519.190556068229,519.192483,0.124426009160929,87.0792643716667,87.9523068947641,86.83,27,108.334872,2373416,1.60332453336175,None
90,50000,90,8.01,8.025,108.465144,9.21955167459142,451.760297662888,454.167189987747,454.169108,0.124591818702388,87.04327806,86.9172463918596,86.79,21,108.44603,2369041,1.59967759942698,None
90,50000,90,8.01,7.925,108.541514,9.21306478183085,415.010598174925,418.364463959411,418.383332,0.126172867354574,86.019149845,86.2145110410095,85.78,22,108.523533,2373098,1.60305369146118,None
90,50000,90,8.01,8.00666666666667,108.384446,9.22641612247573,436.017792555607,440.117010627186,440.135369,0.124851403636761,86.7798130973333,86.4592006661116,86.54,20,108.365982,2368430,1.59916693681919,None
90,50000,90,8.01,8.00166666666667,108.443431,9.22139765201638,433.582342705195,436.78472865778,436.803857,0.124879203100188,86.7728187051667,87.1589252239117,86.53,16,108.427614,2367850,1.59868343219223,None
90,50000,90,8.01,8.03833333333333,108.525817,9.21439734473503,489.36154937665,487.867612384823,487.887273,0.124376468764255,87.2366692318334,87.155297532656,86.99,20,108.508112,2370857,1.60119239773585,None
90,50000,90,8.01,7.975,108.267883,9.23634943522448,499.995086526272,492.191072161965,492.211548,0.125371896121003,86.3436366925,87.4085684430512,86.11,18,108.248034,2369126,1.59974471426815,None
90,50000,90,8.01,7.97166666666667,108.473524,9.21883942850423,412.932781788802,419.317803071503,419.337941,0.125439160463099,86.4714775486667,85.5425465189212,86.1,19,108.456318,2375635,1.60517012551222,None
90,50000,90,8.01,8.11,108.472697,9.21890971328942,460.504276636041,466.301639046034,466.320094,0.123290806706741,87.971357267,87.8339498561447,87.74,19,108.452936,2371716,1.60191252898951,None
100,50000,90,8.9,9.08166666666667,108.168176,9.24486329509707,1856.92916996965,1879.89074893485,1879.907188,0.11010731466838,98.2347318373333,97.7885850614792,97.61,53,108.150297,2385176,1.61318652255187,None
100,50000,90,8.9,8.79666666666667,108.208098,9.24145252049435,918.244578330034,931.651306830239,931.670321,0.113669849292725,95.187056874,94.571807502842,94.75,35,108.18961,2379089,1.60809686727346,None
100,50000,90,8.9,8.90666666666667,108.104403,9.2503170291778,1165.40403474488,1176.96351343432,1176.981601,0.112267313671969,96.284988272,95.686751497006,95.52,35,108.087766,2383769,1.61200215165891,None
100,50000,90,8.9,8.93,107.962965,9.26243550276708,1812.01765462953,1802.98700307186,1803.004666,0.111950938723031,96.410927745,96.4818962299365,96.13,51,107.945348,2385177,1.61317917060755,None
100,50000,90,8.9,8.93166666666667,108.309371,9.23281144343457,1699.01466564801,1702.05736656298,1702.073917,0.11192607322131,96.7383198648333,96.4638925172607,96.29,59,108.29106,2384182,1.61235066669947,None
100,50000,90,8.9,8.81,108.164474,9.24517970660126,1200.78179656025,1201.63757483977,1201.654703,0.113505209475596,95.292901594,95.2799848656829,94.85,43,108.145274,2381234,1.60988539070355,None
100,50000,90,8.9,8.925,108.172612,9.24448417682657,1458.82143707156,1466.43681852885,1466.453615,0.11203534141718,96.54405621,96.4052287581699,96.1,51,108.154899,2383852,1.61207454276004,None
100,50000,90,8.9,8.77333333333333,108.320915,9.23182748225493,1302.05325962436,1295.3726159829,1295.390908,0.113962637242971,95.0335494266667,95.4502279635258,94.67,43,108.303605,2380788,1.60951263224213,None
100,50000,90,8.9,9.01333333333333,108.102921,9.25044384323343,1520.56330638808,1533.95573046283,1533.972349,0.110896509285318,97.436766128,96.6068786982249,96.66,43,108.084713,2383464,1.61175421795946,None
10,50000,95,0.89,0.895,119.285627,8.38323966725681,126.920716165746,125.78857624581,125.961702,1.11673952596834,10.6760636165,10.9869646182495,10.74,2,119.267217,1870223,1.18356574251476,None
10,50000,95,0.89,0.895,120.07983,8.32779326886122,120.566454462778,128.1293021527,128.144212,1.10948653552514,10.747144785,10.2325581395349,10.81,2,120.059051,1902366,1.21035268511848,None
10,50000,95,0.89,0.843333333333333,120.553886,8.2950457524032,131.231545563905,127.471155583004,127.668533,1.18345617994664,10.1667110526667,10.6719367588933,10.26,2,120.53662,1846889,1.16411810577628,None
10,50000,95,0.89,0.855,120.119597,8.32503625532477,109.435381826887,127.035624346979,127.209502,1.16845216989864,10.2702255435,8.96686159844055,10.35,2,120.100452,1876394,1.18870669931436,None
10,50000,95,0.89,0.846666666666667,120.04862,8.32995831189063,109.275218550437,126.800795728347,126.972585,1.1769210721752,10.1641164933333,8.85826771653542,10.25,2,120.029441,1889194,1.1993732351094,None
10,50000,95,0.89,0.893333333333333,119.211163,8.38847616980299,102.238110472799,125.255578716418,125.277114,1.1169278738097,10.6495305613333,8.57409133271202,10.73,2,119.193762,1856821,1.1723970323634,None
10,50000,95,0.89,0.885,120.383143,8.30681086304583,101.077808633109,126.002178107345,126.165523,1.12965906057815,10.6539081555,8.75706214689267,10.74,2,120.365464,1909059,1.21593004301599,None
10,50000,95,0.89,0.903333333333333,119.466809,8.37052574158903,137.865769801609,127.475930415129,127.666041,1.10686382741328,10.7918350796667,11.3468634686347,10.87,3,119.445744,1875653,1.18809144314703,None
10,50000,95,0.89,0.951666666666667,119.309551,8.38155865660747,147.220748310795,129.200249535902,129.370708,1.04524037381611,11.3542922701667,12.2591943957968,11.44,3,119.290825,1878099,1.19013232044502,None
10,50000,95,0.89,0.933333333333333,119.561048,8.36392802445158,130.102040816327,127.466141082143,127.640695,1.07120609661964,11.1590311466667,11.25,11.24,2,119.543517,1910995,1.21754564016988,None
20,50000,95,1.78,1.81666666666667,114.710047,8.71763220531154,140.392222876862,132.159870838532,132.243783,0.549388395205505,20.8389918716667,22.2935779816514,20.89,3,114.696098,2108550,1.38222713755103,None
20,50000,95,1.78,1.775,114.997548,8.69583758429354,134.364874694174,130.637021264789,130.716426,0.56204687262723,20.41206477,21.2206572769953,20.46,3,114.981964,2110724,1.38403680495745,None
20,50000,95,1.78,1.82833333333333,114.862048,8.70609585509045,131.62607226637,131.023698939836,131.100759,0.5463881625433,21.0006111093333,21.8778486782133,21.05,2,114.847783,2116808,1.38910998958518,None
20,50000,95,1.78,1.895,114.225609,8.75460423240116,144.80545248223,132.292395240985,132.369932,0.527450296614776,21.6457529055,24.0985048372911,21.68,3,114.21404,2111851,1.38498199938059,None
20,50000,95,1.78,1.84666666666667,114.564056,8.72874123800226,129.269897952534,130.954096115524,131.036362,0.541504807694946,21.1561623413333,20.5324909747292,21.19,3,114.548746,2111015,1.3842828921274,None
20,50000,95,1.78,1.70666666666667,115.216386,8.67932101255111,132.75146484375,130.350026578125,130.445782,0.585525456675781,19.663596544,20.60546875,19.71,3,115.202424,2082987,1.36091769985358,None
20,50000,95,1.78,1.775,114.844158,8.70745205864107,126.165443364412,128.7235088,128.815233,0.563034938369953,20.384838045,19.6713615023474,20.44,3,114.819583,2091795,1.36826164324026,None
20,50000,95,1.78,1.74666666666667,114.785991,8.71186449921402,113.083445020686,127.373642509542,127.462158,0.57212048276813,20.049286428,17.8435114503817,20.11,3,114.771924,2097697,1.37317865114085,None
20,50000,95,1.78,1.73833333333333,115.106174,8.68763129942969,129.062029748614,129.869484259827,129.959479,0.574607636247363,20.0092899136667,19.7507190795781,20.06,3,115.088717,2107993,1.38175888685351,None
30,50000,95,2.67,2.61833333333333,112.782468,8.86662632706353,140.516304226713,137.875585827498,137.935483,0.381740850317632,29.530209538,30.7447485677912,29.55,4,112.76863,2174655,1.43736150846799,None
30,50000,95,2.67,2.64333333333333,112.869086,8.85982190021456,134.770032233493,135.818946460277,135.872813,0.378095708681589,29.8350617326667,29.6973518284994,29.84,4,112.85471,2197326,1.45625703949205,None
30,50000,95,2.67,2.72166666666667,112.708116,8.87247551897682,143.954717244257,139.233342839559,139.240682,0.367315274293325,30.675392238,31.4049586776859,30.67,4,112.691318,2209807,1.46666298942421,None
30,50000,95,2.67,2.655,112.511265,8.88799890393198,137.607683332092,137.55928141494,137.61522,0.376136759615819,29.8717408575,29.9435028248588,29.9,3,112.497519,2184439,1.44551728505219,None
30,50000,95,2.67,2.61,112.609101,8.88027691474067,142.638344514418,137.711393217114,137.769895,0.382710847157727,29.390975361,31.1621966794381,29.42,3,112.587121,2195826,1.45500479719741,None
30,50000,95,2.67,2.54333333333333,112.806072,8.86477103821149,134.239370354656,136.100718570773,136.159677,0.392864501230013,28.690344312,28.1127129750983,28.71,4,112.793064,2186403,1.44714805479057,None
30,50000,95,2.67,2.49666666666667,113.310783,8.82528540995079,126.202983595395,134.092663131509,134.155727,0.400362009038718,28.289925489,26.502002670227,28.31,4,113.295741,2200397,1.45880861216455,None
30,50000,95,2.67,2.59333333333333,112.84354,8.8618276243372,128.493401444611,134.951767613111,135.010261,0.385157388076478,29.2640913733333,28.3097686375321,29.28,4,112.827827,2176023,1.43850023984888,None
30,50000,95,2.67,2.735,112.120801,8.91895162254505,134.688461911239,135.935294155393,135.988598,0.365562389694698,30.6650390735,30.8043875685558,30.67,4,112.107661,2213112,1.46941739113443,None
40,50000,95,3.56,3.54166666666667,111.266806,8.98740636088718,142.571626297578,146.305075735529,146.350482,0.282204997972706,39.4069937916667,38.6352941176471,39.38,4,111.251167,2265211,1.51288267949692,None
40,50000,95,3.56,3.54333333333333,111.747757,8.94872547643171,134.07447460948,144.562706309031,144.61025,0.282195770656632,39.5959552303333,37.41768579492,39.58,4,111.731676,2257362,1.50634217631135,None
40,50000,95,3.56,3.43166666666667,111.412107,8.97568520089114,144.357292791264,145.948755195726,145.994769,0.291272664503157,38.2329213855,38.6595434677028,38.2,4,111.399681,2251802,1.50170112705492,None
40,50000,95,3.56,3.53666666666667,111.395755,8.97700275921645,134.980159382298,142.931030251649,142.976844,0.282471944704995,39.3969653516667,38.5485391140434,39.35,4,111.37986,2249113,1.49946605306204,None
40,50000,95,3.56,3.67833333333333,111.353524,8.98040730170336,138.887491687794,147.042231016312,147.081578,0.271824757584957,40.9595379113333,39.170820117807,40.92,4,111.33919,2259177,1.50786186258208,None
40,50000,95,3.56,3.57333333333333,111.486292,8.96971261722473,147.430698652261,148.562071987407,148.613151,0.279825027376866,39.8377683413333,39.0625,39.8,6,111.473992,2261803,1.51004457105768,None
40,50000,95,3.56,3.59833333333333,111.08226,9.00233754696745,157.81069624423,151.556841594257,151.602609,0.277873421492358,39.97109989,40.8754052802223,39.94,5,111.064772,2244772,1.49585122802186,None
40,50000,95,3.56,3.62,111.534859,8.96580682457311,143.590447992023,148.30669419337,148.350917,0.276145212461786,40.375618958,39.9171270718232,40.34,4,111.518812,2251343,1.50132975807883,None
40,50000,95,3.56,3.53333333333333,111.117614,8.99947329682583,157.662869348523,150.20486711934,150.24665,0.282721003792925,39.2615569466667,41.0849056603774,39.23,5,111.102706,2235002,1.48770497693842,None
50,50000,95,4.45,4.55166666666667,110.386306,9.05909470328684,166.00161885433,165.921926288173,165.953279,0.219682792515196,50.2441669476667,50.8421823507873,50.16,6,110.370775,2292672,1.53582666287156,None
50,50000,95,4.45,4.46666666666667,110.454951,9.05346470164112,161.895745154823,163.804211205597,163.837881,0.223801632539925,49.33654478,49.4402985074627,49.27,7,110.437114,2303992,1.54525655802503,None
50,50000,95,4.45,4.325,110.873522,9.01928595720085,166.037399623554,163.594733895954,163.632873,0.231188398041619,47.952798265,48.0732177263969,47.89,8,110.854948,2278683,1.52415554155397,None
50,50000,95,4.45,4.455,110.484705,9.05102656517027,161.737086540678,164.281230270857,164.314913,0.224422158814815,49.2209360775,49.2330714552937,49.16,7,110.46751,2279835,1.5251223833088,None
50,50000,95,4.45,4.36,110.567261,9.04426853804401,166.933198664534,164.592160777141,164.627582,0.229297870332951,48.207325796,47.8019877675841,48.15,8,110.553005,2280678,1.52581963808608,None
50,50000,95,4.45,4.565,110.417225,9.05655797815966,167.312683972972,166.310751015699,166.347228,0.218909434258489,50.4054632125,50.6024096385542,50.34,6,110.399573,2292453,1.53564509423224,None
60,50000,95,5.34,5.35666666666667,109.991284,9.0916294785685,186.450923135365,186.933397665837,186.963778,0.186632453660859,58.9186644626667,58.7118855009334,58.81,9,109.977094,2305200,1.54631435682007,None
60,50000,95,5.34,5.22166666666667,109.984784,9.09216678554372,190.134385879585,186.470603988509,186.501221,0.191482249724545,57.4303880453333,58.5541015001596,57.33,9,109.967729,2309146,1.54959530368467,None
60,50000,95,5.34,5.30166666666667,109.681988,9.11726727637358,194.134439977385,190.21635024049,190.245126,0.188394703464634,58.1497339713333,58.81798176674,58.05,7,109.669535,2298210,1.54048435349771,None
60,50000,95,5.34,5.12833333333333,110.03202,9.08826358000153,181.750412365788,181.01765120442,181.047053,0.194937145979526,56.42808759,57.5235619109522,56.34,7,110.015088,2308045,1.54867235894789,None
60,50000,95,5.34,5.25666666666667,109.801074,9.1073790407551,179.106440111479,182.157961308814,182.197878,0.19022342530818,57.718764566,57.4984147114775,57.6,7,109.787403,2319327,1.55808227585465,None
60,50000,95,5.34,5.28666666666667,109.685311,9.11699106182048,173.799672099343,178.760108715952,178.791389,0.189128107018285,57.9869677486667,57.8656998738966,57.88,5,109.667986,2315301,1.55472824137165,None
60,50000,95,5.34,5.20666666666667,110.196783,9.07467507467981,175.956450087072,179.083958100832,179.087401,0.191947323330026,57.375791682,57.8332533205313,57.26,6,110.181979,2316991,1.55613347048889,None
60,50000,95,5.34,5.42833333333333,109.929579,9.09673273650943,192.052280301496,191.861020828063,191.890296,0.18419801974148,59.6734398005,59.7328830211851,59.55,7,109.914845,2316501,1.55573737283133,None
60,50000,95,5.34,5.29666666666667,109.890894,9.09993506832331,190.609924033267,188.986744961296,189.018601,0.188788829232851,58.205543522,57.0956576463184,58.1,8,109.875233,2315266,1.55470025110756,None
70,50000,95,6.23,6.135,109.25673,9.15275425138571,203.427942382157,209.275207638685,209.299882,0.162946771721,67.029003855,66.6666666666667,66.87,9,109.242408,2331445,1.56823234273348,None
70,50000,95,6.23,6.21666666666667,109.456779,9.13602619349872,220.672900689288,222.078738950402,222.106438,0.160806220314477,68.045630945,68.1501340482574,67.9,9,109.438674,2328923,1.56613584732367,None
70,50000,95,6.23,6.14833333333333,109.464947,9.13534448612121,214.252316584343,217.409154540797,217.434033,0.162608678674167,67.3026982471667,65.8444022770399,67.16,10,109.450081,2333184,1.5696833479997,None
70,50000,95,6.23,6.26333333333333,109.233787,9.1546766569578,214.890157339701,219.895767943587,219.920172,0.159651559278872,68.4167619243333,67.3895689196381,68.26,8,109.219379,2338137,1.57381758316966,None
70,50000,95,6.23,6.20166666666667,109.500863,9.13234811674498,208.438042875113,214.32577037893,214.351392,0.161151890115292,67.9087852038333,66.5950013437248,67.75,10,109.482999,2333551,1.56999243099716,None
70,50000,95,6.23,6.26333333333333,109.278467,9.15093364184913,193.902467002451,206.194306820915,206.217987,0.159651984693986,68.4447464976667,66.0058541777541,68.3,8,109.262426,2334227,1.57055884746089,None
70,50000,95,6.23,6.26333333333333,109.444327,9.13706564251613,216.292169042392,219.961522843002,219.987056,0.159455560347259,68.5486301443333,68.4406599254923,68.39,10,109.428657,2327526,1.5649741052661,None
70,50000,95,6.23,6.35666666666667,109.197889,9.1576861893365,225.92914521033,227.35251443419,227.376682,0.157314046442842,69.4134581076667,69.3759832197168,69.25,9,109.182323,2338765,1.57434638479819,None
70,50000,95,6.23,6.21,109.203039,9.15725431414047,240.530268652279,234.406945884595,234.43245,0.161027609880301,67.815087219,68.894256575416,67.66,11,109.185076,2329156,1.56632875447268,None
80,50000,95,7.12,7.03333333333333,108.926782,9.18047868154225,308.567866849352,302.817064850474,302.838516,0.1421765668391,76.6118366733333,77.3696682464455,76.42,13,108.911544,2349983,1.58373558980279,None
80,50000,95,7.12,6.91833333333333,108.880342,9.1843943693711,250.870519600337,257.048392243315,257.069646,0.144542484571429,75.3270499403333,74.4278487111539,75.15,12,108.862243,2353489,1.58665094701167,None
80,50000,95,7.12,6.94166666666667,108.981095,9.17590339865827,301.085620322559,293.659252365186,293.680963,0.144000601611044,75.6510434458333,76.1824729891957,75.46,12,108.963076,2350903,1.58449718627529,None
80,50000,95,7.12,7.19,109.007894,9.17364755253413,321.671589668595,317.9195116414,317.94112,0.139067102325684,78.376675786,78.6856745479833,78.17,17,108.993925,2354217,1.58727422658487,None
80,50000,95,7.12,7.09333333333333,108.766878,9.19397539386945,274.717205961332,279.765201823073,279.787623,0.140960678980733,77.151972128,76.0455827067669,76.95,12,108.749769,2349373,1.5832300356694,None
80,50000,95,7.12,7.17,108.917831,9.18123314446098,273.850118040521,280.375191956532,280.39628,0.139440564718271,78.094084827,78.25430032543,77.9,11,108.901583,2353274,1.58648674899516,None
80,50000,95,7.12,6.965,108.792681,9.19179480465235,268.116640358323,270.48393251017,270.506612,0.143571660224456,75.7741023165,76.0708303421871,75.59,9,108.774979,2351961,1.58537974705138,None
80,50000,95,7.12,7.02333333333333,108.846624,9.18723946826316,293.718882681162,291.316010922876,291.339759,0.142365891554105,76.446612256,76.6373991457048,76.25,15,108.8277,2349476,1.58331207380743,None
90,50000,95,8.01,8.11166666666667,108.129967,9.24813007665119,509.555828768269,506.740170868708,506.759168,0.123275832917197,87.7114248981667,88.0521882062872,87.46,22,108.112047,2370602,1.60098242986545,None
90,50000,95,8.01,8.04166666666667,108.452081,9.22066216507178,475.721764342667,475.699917043109,475.718166,0.124344380391917,87.2135484708333,86.6632124352332,86.83,21,108.434334,2369491,1.60005290976376,None
90,50000,95,8.01,8.00833333333333,108.315975,9.23224852105149,451.285893877887,452.496347345057,452.517203,0.124855833158585,86.7430433125,86.1914672216441,86.51,21,108.297425,2370508,1.6008988555738,None
90,50000,95,8.01,8.095,108.370542,9.22759987672665,529.523622038733,524.020626858143,524.040519,0.123514046389335,87.725953749,88.4393658637019,87.33,21,108.352752,2370793,1.60114092060632,None
90,50000,95,8.01,8.05166666666667,108.536484,9.21349175084758,426.632987355133,433.624118846616,433.641914,0.124194636283378,87.389959034,86.5969778513765,87.14,17,108.521627,2370782,1.60113070721245,None
90,50000,95,8.01,7.98333333333333,108.519228,9.21495681852805,476.240079148888,473.294453953445,473.313798,0.125241219993111,86.63451702,87.4217118997912,86.39,27,108.504616,2365357,1.59660466411234,None
90,50000,95,8.01,7.93333333333333,108.451089,9.22074650628912,505.035837864558,494.985015798319,495.004302,0.126031148383824,86.03786394,85.6617647058824,85.8,27,108.432924,2370849,1.60117918740408,None
90,50000,95,8.01,7.88166666666667,108.513605,9.21543432272847,426.213479401493,425.147416161768,425.166631,0.126831423712836,85.5268063408333,85.6523577923451,85.29,17,108.49729,2364875,1.59619686885427,None
90,50000,95,8.01,8.12833333333333,108.225259,9.23998712721953,461.683432534673,466.614943315358,466.63318,0.123018433212016,87.9690980238333,87.8921468115645,87.71,17,108.205977,2370043,1.60051785707902,None
100,50000,95,8.9,8.84333333333333,107.98203,9.26080015350702,1065.24073835436,1073.70381638805,1073.721714,0.113063843317565,95.49210853,95.5427817565021,95.05,31,107.962839,2380021,1.60887539434337,None
100,50000,95,8.9,8.86,108.261493,9.23689459926439,1194.25236986346,1203.20477799323,1203.222156,0.112862324252069,95.919682798,95.7957110609481,95.63,36,108.247259,2380999,1.60969381211001,None
100,50000,95,8.9,8.94,108.155343,9.24596022963008,1561.43909099857,1567.13371764392,1567.15026,0.111801119852535,96.690876642,96.5137956748695,96.4,48,108.13997,2381185,1.60985310490167,None
100,50000,95,8.9,8.85833333333333,108.148546,9.24654132659352,1161.91860130676,1170.12857155315,1170.144574,0.112881432172342,95.8015869983333,96.0583254938852,95.51,34,108.130381,2382197,1.61069174823563,None
100,50000,95,8.9,8.86333333333333,108.219597,9.24047055913542,972.553283242915,987.914168888868,987.931646,0.112804233540617,95.918636141,95.6092515983452,95.47,31,108.200933,2382730,1.61113581194213,None
100,50000,95,8.9,8.93166666666667,108.101646,9.25055294717714,1386.53034566354,1395.364696688,1395.381623,0.111940421774958,96.552786819,96.5758537040493,96.1,38,108.083024,2384394,1.61252633020413,None
100,50000,95,8.9,9.055,107.92397,9.26578219833833,1402.95470254939,1426.60692602466,1426.624219,0.11043014277471,97.725154835,97.5059819620836,97.27,37,107.906075,2383448,1.61174425234938,None
100,50000,95,8.9,8.925,108.066087,9.2535968291329,1508.17974248523,1512.80848856433,1512.825652,0.112027849554995,96.4489826475,95.9943977591036,95.84,55,108.048095,2384256,1.61240986201399,None
10,60000,75,0.89,0.883333333333333,120.247128,8.31620693676775,119.615521537914,127.541862756604,127.714298,1.13122607290377,10.62182964,10.188679245283,10.69,2,120.22072,1976324,1.27198565570864,None
10,60000,75,0.89,0.855,120.631415,8.28971458222553,136.794227283609,128.532556132554,128.722952,1.16675835432749,10.3139859825,10.7212475633528,10.39,2,120.605001,1951362,1.25118201284004,None
10,60000,75,0.89,0.861666666666667,119.944578,8.33718386169986,127.827768900849,126.247168005803,126.278663,1.16008164654545,10.335224471,10.4347826086956,10.41,2,119.91953,1935259,1.23776254796426,None
10,60000,75,0.89,0.898333333333333,119.851727,8.34364280791715,123.915310769273,127.628598083488,127.800585,1.1095985526846,10.7666801421667,10.7606679035251,10.84,2,119.822259,1947064,1.24760227430707,None
10,60000,75,0.89,0.815,120.673585,8.28681769916755,122.950305493871,126.999776711656,127.186757,1.22365566522699,9.8348971775,9.20245398773007,9.93,2,120.646788,1928288,1.23195106679687,None
10,60000,75,0.89,0.941666666666667,119.305054,8.38187458512864,137.207298927089,127.507484012389,127.67435,1.05753816107434,11.2345592516667,11.858407079646,11.31,3,119.275882,1952407,1.25205703641002,None
10,60000,75,0.89,0.858333333333333,120.805657,8.27775805234021,151.569422188708,129.36723311068,129.548662,1.16089426430097,10.3691522258333,11.8446601941748,10.46,2,120.778458,1951121,1.25098149039847,None
10,60000,75,0.89,0.858333333333333,120.174316,8.32124561457874,140.122230278832,128.615188671845,128.639798,1.16499930465243,10.3149621233333,11.3482056256062,10.39,2,120.143249,1958387,1.25703634875526,None
20,60000,75,1.78,1.76666666666667,114.839618,8.70779629378426,128.426486294055,129.500438962264,129.587746,0.566012007959434,20.2883325133333,19.8584905660377,20.34,3,114.822223,2143661,1.41148527108898,None
20,60000,75,1.78,1.75833333333333,114.745337,8.71495109208664,125.064576267379,129.224666144076,129.311565,0.568001790425592,20.1760550891667,19.5260663507109,20.22,3,114.727016,2141560,1.40973374276165,None
20,60000,75,1.78,1.80333333333333,114.900576,8.70317656196954,130.175856991059,129.541857028651,129.632495,0.553834868154344,20.720403872,20.6099815157117,20.77,3,114.879246,2131628,1.40145932897132,None
20,60000,75,1.78,1.76333333333333,114.93649,8.70045709591445,130.788554929406,129.830027481096,129.919644,0.566478298102079,20.2671344033333,20.132325141777,20.31,4,114.91347,2131655,1.40147955654716,None
20,60000,75,1.78,1.79,114.837901,8.70792648848571,120.418630296599,129.427790846369,129.519267,0.558525203289572,20.555984279,20.0651769087523,20.59,2,114.814454,2141475,1.40966474273349,None
20,60000,75,1.78,1.75333333333333,114.727874,8.71627761532476,131.679958093621,129.979672346008,129.992491,0.569820298674905,20.1156205746667,20.1425178147268,20.17,3,114.710363,2124339,1.39538185570678,None
30,60000,75,2.67,2.66166666666667,112.409798,8.89602167953366,135.037164627321,136.588544134001,136.648102,0.375225000251096,29.9197412343333,29.7432686286788,29.93,3,112.392878,2224966,1.47929274965122,None
30,60000,75,2.67,2.65833333333333,112.740883,8.86989682349747,134.19679444974,136.68300343511,136.741572,0.376051975728527,29.9702847308333,30.7210031347963,29.97,4,112.721625,2224694,1.47906627045203,None
30,60000,75,2.67,2.685,112.597604,8.88118365289549,135.12779344058,136.550402717567,136.605123,0.372394691436996,30.232456674,30.8193668528864,30.24,3,112.582654,2211092,1.46773170950015,None
30,60000,75,2.67,2.64666666666667,112.416501,8.89549124109458,132.884226154598,136.432638624685,136.488833,0.377774934702771,29.752900598,29.2506297229219,29.77,4,112.398801,2240055,1.49186713244148,None
