Mod. Lambda,Mes. Lambda,Mes. MST,Mes. MSR,Mod. MRT,MRT=k/lambda,Mes. MRT,Mod. Power,Mod. U,1-Pi_0,Mes. U,State,Mes MCpuTime,Mes Average Power,Mes Total Power,Mes frequency
0.59,0.621666666666667,212.020741,4.71651969181638,244.209009177671,202.418252096859,225.159816,107.738550438265,13.1806227321667,11.2449799196787,13.28,3,211.97247,1.00070491803278688524,610.43,1400000
0.59,0.631666666666667,211.285338,4.7329360828625,243.826946859677,200.235694098262,226.655161,107.756746337818,13.346190517,11.5942028985507,13.45,2,211.241235,.99491803278688524590,606.90,1400000
0.59,0.606666666666667,211.561481,4.72675836486511,242.713044575504,226.111337222448,227.565118,107.700536810222,12.8347298473333,13.1687242798354,12.93,2,211.517194,.98695081967213114754,602.04,1400000
0.59,0.61,213.033171,4.6941046565936,244.851707799786,205.756715049315,227.041075,107.718153075067,12.995023431,12.0054570259209,26.74,2,212.985183,1.15973782771535580524,309.65,1400000
1,0.958333333333333,183.680144,5.44424660294256,222.920047691228,213.953839761266,204.61228,108.224534583287,17.6026804666667,18.0712423979149,17.70,3,183.61626,1.12314754098360655737,685.12,800000
1,1.01,181.652815,5.50500690011327,222.469068951774,210.589896582404,204.118505,108.306328081219,18.346934315,17.8070898598516,18.45,3,181.596789,1.13439344262295081967,691.98,800000
1,1.02166666666667,181.715872,5.50309661447735,223.143061845367,194.641767411065,203.246343,108.330327011001,18.5653049226667,18.0929095354523,18.66,3,181.652552,1.13585245901639344262,692.87,800000
1,1.05,184.465569,5.4210658683952,228.777151868256,229.598580114044,212.236778,108.418640433476,19.368884745,20.4599524187153,19.45,4,184.396538,1.15080327868852459016,701.99,800000
1,1.07,181.70123,5.50354006959667,225.553391714575,222.553547401724,206.545738,108.426679273939,19.44203161,20.5447470817121,19.53,3,181.637298,1.15509836065573770491,704.61,800000
1,0.973333333333333,181.148685,5.52032712796121,219.925525559649,196.866540890821,201.359311,108.227735406866,17.63180534,17.9640718562874,17.73,3,181.092927,1.12818032786885245901,688.19,900000
1,0.978333333333333,182.096359,5.49159799510324,221.569102399557,187.900975026279,202.830776,108.247878807393,17.8150937888333,16.6808510638298,17.91,3,182.033813,1.15331147540983606557,703.52,900000
1,1.00166666666667,181.359752,5.5139025554027,221.619619332472,189.21083315007,199.014842,108.286465580604,18.1662018253333,17.9551122194514,18.26,2,181.288982,1.14091803278688524590,695.96,900000
1,1.00166666666667,182.84775,5.46903092873716,223.845637234097,214.106995406658,205.795238,108.302845933788,18.315249625,18.1213632585204,18.40,3,182.785601,1.14329508196721311475,697.41,900000
1,1.01666666666667,181.260537,5.51692065217704,222.209680435757,203.004793168728,202.51072,108.315254189991,18.428154595,18.5094185094185,18.51,3,181.196244,1.13978688524590163934,695.27,900000
1,1,173.21324,5.77323072993727,209.501709969328,186.511240632806,190.64328,108.1936135076,17.321324,17.3189009159034,17.40,2,173.162246,1.03373770491803278688,630.58,1000000
1,1.005,171.576161,5.8283155082366,207.326267230982,183.012031804523,189.507437,108.185050119437,17.2434041805,16.5700082850042,17.33,3,171.525826,1.03045901639344262295,628.58,1000000
1,1.01666666666667,172.602379,5.79366290194644,209.336568577269,187.698876223466,192.543522,108.21851514763,17.5479085316667,16.7895167895168,17.63,3,172.546088,1.04296721311475409836,636.21,1000000
1,1.04333333333333,171.645538,5.82595977531324,209.090133241939,192.764202973566,191.688366,108.258127789334,17.9083511313333,18.1963288108539,17.99,2,171.591147,1.03993442622950819672,634.36,1000000
1,1.09166666666667,173.782987,5.75430321035971,214.470930905532,187.258720981012,193.365178,108.374946904617,18.9713094141667,17.6964149504195,19.05,2,173.727795,1.05062295081967213114,640.88,1000000
1,0.895,175.048572,5.71270012988167,207.567921008102,197.479537482136,191.290788,108.011786506621,15.666847194,15.6279069767442,15.75,2,174.988855,1.00401639344262295081,612.45,1100000
1,0.995,174.697864,5.72416844203659,211.453665111864,190.07169739913,193.526379,108.200329877733,17.382437468,16.7364016736402,17.47,2,174.647514,1.03060655737704918032,628.67,1100000
1,1.005,175.536095,5.6968340329093,213.136268884584,169.821975458251,190.905711,108.22878739247,17.6413775475,16.5700082850042,17.72,2,175.479004,1.03063934426229508196,628.69,1100000
1,1.00666666666667,174.176065,5.74131698290463,211.208839768039,203.769740193581,195.526212,108.216956254046,17.5337238766667,17.8660049627792,17.62,3,174.121441,1.02937704918032786885,627.92,1100000
1,1.06,171.922356,5.8165792004386,210.235120211557,155.627028709481,187.91885,108.292792293986,18.223769736,15.2395915161037,18.30,2,171.871369,1.03654098360655737704,632.29,1100000
1,0.951666666666667,199.240556,5.01905846920042,245.857799924034,227.992516697234,222.446754,108.373820447769,18.9610595793333,19.9475065616798,19.05,2,199.140616,2.37640983606557377049,1449.61,1200000
1,0.951666666666667,199.240556,5.01905846920042,245.857799924034,227.992516697234,222.446754,108.373820447769,18.9610595793333,19.9475065616798,19.05,2,199.140616,2.37640983606557377049,1449.61,1200000
1,0.976666666666667,187.490969,5.3335902274845,229.519748520052,218.22054240898,211.867885,108.302446815159,18.3116179723333,19.4373401534527,18.40,2,187.408518,1.80354098360655737704,1100.16,1200000
1,0.976666666666667,187.490969,5.3335902274845,229.519748520052,218.22054240898,211.867885,108.302446815159,18.3116179723333,19.4373401534527,18.40,2,187.408518,1.80354098360655737704,1100.16,1200000
1,1.00833333333333,192.688106,5.18973392161528,239.154316570965,226.027257030935,217.128303,108.425289303981,19.4293840216667,19.8183319570603,19.53,4,192.598677,1.84619672131147540983,1126.18,1200000
1,1.00833333333333,192.688106,5.18973392161528,239.154316570965,226.027257030935,217.128303,108.425289303981,19.4293840216667,19.8183319570603,19.53,4,192.598677,1.84619672131147540983,1126.18,1200000
1,1.03833333333333,200.984535,4.97550719511827,253.989291584559,226.289483202704,226.108724,108.583491474503,20.8688942175,21.0906174819567,20.95,2,200.88875,2.72183606557377049180,1660.32,1200000
1,1.03833333333333,200.984535,4.97550719511827,253.989291584559,226.289483202704,226.108724,108.583491474503,20.8688942175,21.0906174819567,20.95,2,200.88875,2.72183606557377049180,1660.32,1200000
1,1.085,190.745519,5.24258711419585,240.524124337781,228.469572167738,217.382165,108.564478180384,20.6958888115,22.0260936300844,20.77,3,190.655288,1.80419672131147540983,1100.56,1200000
1,1.085,190.745519,5.24258711419585,240.524124337781,228.469572167738,217.382165,108.564478180384,20.6958888115,22.0260936300844,20.77,3,190.655288,1.80419672131147540983,1100.56,1200000
1,0.965,176.977829,5.65042528575712,213.42779769423,148.421678506127,189.962051,108.166911818785,17.0783604985,13.8050043140639,17.16,2,176.920727,1.02424590163934426229,624.79,1300000
1,0.965,176.977829,5.65042528575712,213.42779769423,148.421678506127,189.962051,108.166911818785,17.0783604985,13.8050043140639,17.16,2,176.920727,1.02424590163934426229,624.79,1300000
1,0.983333333333333,177.14147,5.64520549592368,214.506096504447,172.218315417845,194.346454,108.204338342712,17.4189112166667,15.2413209144793,17.50,3,177.084326,1.03037704918032786885,628.53,1300000
1,0.983333333333333,176.886039,5.65335741392231,214.131658154937,173.079406994934,195.462998,108.201577942467,17.393793835,15.4953429297206,17.48,3,176.822316,1.03257377049180327868,629.87,1300000
1,0.983333333333333,177.14147,5.64520549592368,214.506096504447,172.218315417845,194.346454,108.204338342712,17.4189112166667,15.2413209144793,17.50,3,177.084326,1.03037704918032786885,628.53,1300000
1,0.983333333333333,176.886039,5.65335741392231,214.131658154937,173.079406994934,195.462998,108.201577942467,17.393793835,15.4953429297206,17.48,3,176.822316,1.03257377049180327868,629.87,1300000
1,1.01833333333333,177.922474,5.62042544439889,217.292478261254,162.194062787302,195.865495,108.281216402396,18.1184386023333,15.2085036794767,18.19,2,177.871141,1.03875409836065573770,633.64,1300000
1,1.01833333333333,177.922474,5.62042544439889,217.292478261254,162.194062787302,195.865495,108.281216402396,18.1184386023333,15.2085036794767,18.19,2,177.871141,1.03875409836065573770,633.64,1300000
1,1.05666666666667,175.853212,5.68656090285118,215.987655222141,170.033783027944,194.211325,108.33214231854,18.5818227346667,16.2332545311269,18.66,3,175.791701,1.04885245901639344262,639.80,1300000
1,1.05666666666667,175.853212,5.68656090285118,215.987655222141,170.033783027944,194.211325,108.33214231854,18.5818227346667,16.2332545311269,18.66,3,175.791701,1.04885245901639344262,639.80,1300000
1,0.955,170.569756,5.86270405405282,203.761267791645,200.842626108629,189.062933,108.08020634561,16.289411698,17.43679163034,16.37,2,170.516191,1.02373770491803278688,624.48,1400000
1,0.955,170.569756,5.86270405405282,203.761267791645,200.842626108629,189.062933,108.08020634561,16.289411698,17.43679163034,16.37,2,170.516191,1.02373770491803278688,624.48,1400000
1,0.978333333333333,170.016507,5.88178182016173,203.938106556272,198.339918083294,189.290659,108.117997648005,16.6332816015,17.531914893617,16.71,3,169.967643,1.02744262295081967213,626.74,1400000
1,0.978333333333333,170.016507,5.88178182016173,203.938106556272,198.339918083294,189.290659,108.117997648005,16.6332816015,17.531914893617,16.71,3,169.967643,1.02744262295081967213,626.74,1400000
1,0.98,170.124717,5.87804063768112,204.163271392013,188.996584190176,185.521856,108.122277227033,16.672222266,17.3322005097706,16.75,2,170.070057,1.02667213114754098360,626.27,1400000
1,0.98,170.124717,5.87804063768112,204.163271392013,188.996584190176,185.521856,108.122277227033,16.672222266,17.3322005097706,16.75,2,170.070057,1.02667213114754098360,626.27,1400000
1,1.04,171.798116,5.82078560163023,209.170643347613,204.77920798177,191.389849,108.253583746634,17.867004064,19.2153722978383,17.93,3,171.752249,1.04209836065573770491,635.68,1400000
1,1.04,171.798116,5.82078560163023,209.170643347613,204.77920798177,191.389849,108.253583746634,17.867004064,19.2153722978383,17.93,3,171.752249,1.04209836065573770491,635.68,1400000
1,0.943333333333333,166.740885,5.99732932927638,197.86323550765,196.482648710856,183.657987,108.018641661002,15.729223485,17.1226831421006,15.80,3,166.688929,1.00932786885245901639,615.69,1500000
1,0.943333333333333,166.740885,5.99732932927638,197.86323550765,196.482648710856,183.657987,108.018641661002,15.729223485,17.1226831421006,15.80,3,166.688929,1.00932786885245901639,615.69,1500000
1,0.975,167.937328,5.95460230259231,200.81925005927,161.15964877707,182.729012,108.089490453852,16.37388948,14.6883005977797,16.44,2,167.887124,1.02568852459016393442,625.67,1500000
1,0.975,167.937328,5.95460230259231,200.81925005927,161.15964877707,182.729012,108.089490453852,16.37388948,14.6883005977797,16.44,2,167.887124,1.02568852459016393442,625.67,1500000
1,0.998333333333333,166.973165,5.98898631405831,200.374581014193,157.059096269707,181.225392,108.121976691544,16.6694876391667,14.8457047539616,0.11,2,166.925403,.82814754098360655737,505.17,1500000
1,0.998333333333333,166.973165,5.98898631405831,200.374581014193,157.059096269707,181.225392,108.121976691544,16.6694876391667,14.8457047539616,0.11,2,166.925403,.82814754098360655737,505.17,1500000
1,1.005,167.659256,5.96447833455732,201.634109989364,199.499602237363,187.62816,108.141788099557,16.849755228,17.7299088649544,16.91,3,167.607628,1.02680327868852459016,626.35,1500000
1,1.005,167.659256,5.96447833455732,201.634109989364,199.499602237363,187.62816,108.141788099557,16.849755228,17.7299088649544,16.91,3,167.607628,1.02680327868852459016,626.35,1500000
1,1.01,166.887888,5.9920465887854,200.720724340676,172.2266208484,181.995782,108.142438868011,16.855676688,17.0651277823578,16.92,2,166.83988,1.02267213114754098360,623.83,1500000
1,1.01,166.887888,5.9920465887854,200.720724340676,172.2266208484,181.995782,108.142438868011,16.855676688,17.0651277823578,16.92,2,166.83988,1.02267213114754098360,623.83,1500000
1,0.94,156.468679,6.39105542649849,183.450712157289,192.22433710872,172.301743,107.906415335277,14.708055826,16.474756421612,14.78,3,156.420448,1.16727868852459016393,712.04,1600000
1,0.94,156.468679,6.39105542649849,183.450712157289,192.22433710872,172.301743,107.906415335277,14.708055826,16.474756421612,14.78,3,156.420448,1.16727868852459016393,712.04,1600000
1,0.97,156.793165,6.37782903355513,184.917088501704,196.451484447591,174.778487,107.96146217685,15.208937005,17.3390557939914,15.29,2,156.784185,null,null,1600000
1,0.97,156.254775,6.39980442197687,184.168696012797,189.372151674705,173.150479,107.955722777933,15.156713175,15.9656652360515,15.24,3,156.24659,null,null,1600000
1,0.983333333333333,157.035072,6.36800421246026,185.712371739634,149.829934413525,170.323626,107.987051850592,15.44178208,13.6325148179509,0.11,2,156.968899,2.35927868852459016393,1439.16,1600000
1,0.983333333333333,157.035072,6.36800421246026,185.712371739634,149.829934413525,170.323626,107.987051850592,15.44178208,13.6325148179509,0.11,2,156.968899,2.35927868852459016393,1439.16,1600000
1,1.005,157.197385,6.36142897669704,186.691544749397,148.38813389556,171.758178,108.026237257456,15.7983371925,13.5874067937034,15.86,2,157.141096,1.17955737704918032786,719.53,1600000
1,1.005,157.197385,6.36142897669704,186.691544749397,148.38813389556,171.758178,108.026237257456,15.7983371925,13.5874067937034,15.86,2,157.141096,1.17955737704918032786,719.53,1600000
1,1.01,157.894213,6.33335434529193,187.851481441287,187.735179123848,175.272753,108.042609974879,15.947315513,17.477328936521,16.01,2,157.842503,1.20970491803278688524,737.92,1600000
1,1.01,157.894213,6.33335434529193,187.851481441287,187.735179123848,175.272753,108.042609974879,15.947315513,17.477328936521,16.01,2,157.842503,1.20970491803278688524,737.92,1600000
1,1.03,156.992919,6.36971403786689,187.275946409947,147.553978855829,169.195006,108.067112745204,16.170270657,14.2279708973323,16.23,2,156.942276,1.20042622950819672131,732.26,1600000
1,1.03,156.992919,6.36971403786689,187.275946409947,147.553978855829,169.195006,108.067112745204,16.170270657,14.2279708973323,16.23,2,156.942276,1.20042622950819672131,732.26,1600000
1,1.04,156.32465,6.39694379613196,186.673603094746,140.112089671737,167.673706,108.07672821964,16.2577636,14.0912730184147,16.32,2,156.315763,null,null,1600000
1,1.04833333333333,155.980537,6.41105627171934,186.472434151328,175.777328512926,172.600992,108.087080363209,16.3519596288333,16.5210484511517,16.43,2,155.972376,null,null,1600000
1,0.915,147.869072,6.76273940503258,171.006252286037,165.07803915134,161.303841,107.776949207671,13.530020088,13.1028207461329,13.61,3,147.854008,null,null,1700000
1,0.916666666666667,146.957593,6.80468412407925,169.836452971292,126.826851622492,157.435898,107.770475284814,13.4711126916667,11.4441416893733,13.55,2,146.948251,null,null,1700000
1,0.956666666666667,146.44602,6.82845460737001,170.305877885675,145.559083341673,156.432426,107.829699283542,14.01000258,13.0548302872063,14.09,2,146.392383,2.69154098360655737704,1641.84,1700000
1,0.956666666666667,146.44602,6.82845460737001,170.305877885675,145.559083341673,156.432426,107.829699283542,14.01000258,13.0548302872063,14.09,2,146.392383,2.69154098360655737704,1641.84,1700000
1,0.958333333333333,148.463852,6.73564633093314,173.090846976,130.548105617044,158.011558,107.853633661252,14.2277858166667,12.1633362293658,14.29,2,148.416168,1.20791803278688524590,736.83,1700000
1,0.958333333333333,148.463852,6.73564633093314,173.090846976,130.548105617044,158.011558,107.853633661252,14.2277858166667,12.1633362293658,14.29,2,148.416168,1.20791803278688524590,736.83,1700000
1,0.988333333333333,147.335567,6.78722741807482,172.446674380772,158.54727507526,160.252261,107.890327006048,14.5616652051667,14.9957877000843,14.63,2,147.284595,2.55518032786885245901,1558.66,1700000
1,0.988333333333333,147.335567,6.78722741807482,172.446674380772,158.54727507526,160.252261,107.890327006048,14.5616652051667,14.9957877000843,14.63,2,147.284595,2.55518032786885245901,1558.66,1700000
1,0.991666666666667,148.402437,6.73843381695949,174.010878437809,145.63004042927,160.300072,107.907351592775,14.7165750025,13.2661628883291,14.80,3,148.394031,null,null,1700000
1,1.00333333333333,147.313333,6.78825181424685,172.8632829139,131.511834686591,158.321931,107.914370108102,14.7804377443333,12.3651452282158,14.85,2,147.260122,2.37567213114754098360,1449.16,1700000
1,1.00333333333333,147.313333,6.78825181424685,172.8632829139,131.511834686591,158.321931,107.914370108102,14.7804377443333,12.3651452282158,14.85,2,147.260122,2.37567213114754098360,1449.16,1700000
1,1.01166666666667,147.956389,6.75874834982625,174.001354971212,170.032745540708,162.095005,107.93501119012,14.9682546871667,16.2139917695473,15.03,2,147.934991,null,null,1700000
1,1.05,148.032422,6.75527689467919,175.276330747875,176.730486008837,163.14749,107.998220133669,15.54340431,16.4948453608247,15.60,3,148.025258,null,null,1700000
1,1.085,147.078188,6.79910470477104,175.005543591989,167.638664407907,160.948925,108.04378237544,15.957983398,17.2678434382195,16.02,2,147.020852,2.74285245901639344262,1673.14,1700000
1,1.085,147.078188,6.79910470477104,175.005543591989,167.638664407907,160.948925,108.04378237544,15.957983398,17.2678434382195,16.02,2,147.020852,2.74285245901639344262,1673.14,1700000
1,0.923333333333333,138.654986,7.21214598081601,159.012528446095,134.768695901274,148.531034,107.696992226769,12.8024770406667,11.7222723174031,12.88,2,138.646612,null,null,1800000
1,0.93,138.489215,7.22077888881095,158.962827604487,161.723510555347,150.287,107.705456719751,12.879496995,13.2497761862131,12.95,3,138.481612,null,null,1800000
1,0.953333333333333,137.966445,7.24813921240052,158.861133958938,138.333282438086,148.181937,107.735492839791,13.15280109,12.1397379912664,13.23,2,137.958993,null,null,1800000
1,0.963333333333333,139.738209,7.15623884946171,161.475093943492,130.991437705796,149.66398,107.769413076623,13.461447467,12.1002592912705,13.51,2,139.6998,1.04039344262295081967,634.64,1800000
1,0.963333333333333,139.738209,7.15623884946171,161.475093943492,130.991437705796,149.66398,107.769413076623,13.461447467,12.1002592912705,13.51,2,139.6998,1.04039344262295081967,634.64,1800000
1,0.991666666666667,140.494392,7.11772182337356,163.237185173755,164.257138623711,153.514677,107.821166423346,13.93236054,15.2812762384551,13.98,2,140.46054,1.04714754098360655737,638.76,1800000
1,0.991666666666667,140.494392,7.11772182337356,163.237185173755,164.257138623711,153.514677,107.821166423346,13.93236054,15.2812762384551,13.98,2,140.46054,1.04714754098360655737,638.76,1800000
1,0.993333333333333,139.470476,7.16997624644229,161.900244852694,141.766568967748,150.033772,107.812561994365,13.8540672826667,13.243922883487,13.90,2,139.437027,1.05009836065573770491,640.56,1800000
1,0.993333333333333,139.470476,7.16997624644229,161.900244852694,141.766568967748,150.033772,107.812561994365,13.8540672826667,13.243922883487,13.90,2,139.437027,1.05009836065573770491,640.56,1800000
1,0.996666666666667,138.491454,7.22066215002696,160.668497056831,147.526005649575,149.489962,107.806947675862,13.802981582,13.1996658312448,13.86,2,138.455961,1.04286885245901639344,636.15,1800000
1,0.996666666666667,138.491454,7.22066215002696,160.668497056831,147.526005649575,149.489962,107.806947675862,13.802981582,13.1996658312448,13.86,2,138.455961,1.04286885245901639344,636.15,1800000
1,0.998333333333333,138.693008,7.21016880677936,160.983014484968,126.983950175508,147.868884,107.811695764324,13.8461852986667,12.0100083402836,13.92,2,138.68817,null,null,1800000
1,1.02333333333333,138.970161,7.1957893176795,162.010065772211,174.925722827542,153.033481,107.852918651009,14.221279809,15.6224572823434,14.29,3,138.963937,null,null,1800000
1,1.06666666666667,139.917774,7.14705481235,164.463184921827,137.587822014052,151.084831,107.930209425344,14.92456256,13.4270101483216,14.97,2,139.878617,1.07093442622950819672,653.27,1800000
1,1.06666666666667,139.917774,7.14705481235,164.463184921827,137.587822014052,151.084831,107.930209425344,14.92456256,13.4270101483216,14.97,2,139.878617,1.07093442622950819672,653.27,1800000
1,0.963333333333333,132.055794,7.57255679368374,151.303705495681,165.085099574427,143.756244,107.688079092938,12.721374822,14.6931719965428,12.77,3,132.023641,1.07234426229508196721,654.13,1900000
1,0.963333333333333,132.055794,7.57255679368374,151.303705495681,165.085099574427,143.756244,107.688079092938,12.721374822,14.6931719965428,12.77,3,132.023641,1.07234426229508196721,654.13,1900000
1,0.965,130.846261,7.64255693939928,149.755368479113,157.362743476376,142.00974,107.677670394096,12.6266641865,13.9775668679896,12.70,2,130.841129,null,null,1900000
1,0.98,131.837743,7.58508130710338,151.398590494951,135.245262081043,141.910783,107.709918859659,12.920098814,12.2344944774851,12.99,2,131.831962,null,null,1900000
1,1,131.651445,7.59581484274631,151.611290468492,128.226477935054,140.23919,107.73684938055,13.1651445,12.1565362198168,13.21,2,131.615502,1.08811165845648604269,662.66,1900000
1,1,131.651445,7.59581484274631,151.611290468492,128.226477935054,140.23919,107.73684938055,13.1651445,12.1565362198168,13.21,2,131.615502,1.08811165845648604269,662.66,1900000
1,1.00333333333333,132.971889,7.52038650815888,153.443584573294,143.918611543817,144.529423,107.756232263644,13.341512863,13.1120331950207,13.39,2,132.938252,1.08519672131147540983,661.97,1900000
1,1.00333333333333,132.971889,7.52038650815888,153.443584573294,143.918611543817,144.529423,107.756232263644,13.341512863,13.1120331950207,13.39,2,132.938252,1.08519672131147540983,661.97,1900000
1,1.01666666666667,132.499154,7.54721799959568,153.126428232437,127.280783018488,142.076862,107.770435130834,13.4707473233333,12.4488124488125,13.54,2,132.492227,null,null,1900000
1,1.01833333333333,132.192406,7.56473106329572,152.755766033443,99.5646722060668,139.488138,107.769429108542,13.4615933443333,9.48487326246934,13.50,2,132.156437,1.09180623973727422003,664.91,1900000
1,1.01833333333333,132.192406,7.56473106329572,152.755766033443,99.5646722060668,139.488138,107.769429108542,13.4615933443333,9.48487326246934,13.50,2,132.156437,1.09180623973727422003,664.91,1900000
1,1.02333333333333,131.86891,7.58328858561127,152.440064229516,140.735695183977,142.260536,107.773054905054,13.4945851233333,13.5882831570382,13.56,2,131.861682,null,null,1900000
1,1.08,131.911655,7.58083127681174,153.826481171257,131.357263199977,142.089302,107.855685815526,14.24645874,14.0323824209715,14.31,2,131.905506,null,null,1900000
