Mod. Lambda,Mes. Lambda,Mes. MST,Mes. MSR,Mod. MRT,MRT=k/lambda,Mes. MRT,Mod. Power,Mod. U,1-Pi_0,Mes. U,State,Mes MCpuTime,Mes Average Power,Mes Total Power,Mes frequency
1,0.941666666666667,125.873436,7.94448798553493,142.799588118237,144.597544658576,136.631595,107.592653699711,11.85308189,13.0857648099027,11.92,2,125.866767,null,null,2000000
1,0.963333333333333,124.971597,8.00181820513985,142.076031733139,115.739010027724,132.643288,107.613078463159,12.038930511,10.9766637856526,12.11,2,124.964474,null,null,2000000
1,0.971666666666667,125.402092,7.97434862569916,142.802429961872,128.755175561209,134.081731,107.629120869666,12.1849032726667,11.8251928020566,12.22,2,125.380976,2.33832786885245901639,1426.38,2000000
1,0.971666666666667,125.402092,7.97434862569916,142.802429961872,128.755175561209,134.081731,107.629120869666,12.1849032726667,11.8251928020566,12.22,2,125.380976,2.33832786885245901639,1426.38,2000000
1,0.978333333333333,125.321974,7.97944660526972,142.834426634468,144.405378955381,135.210922,107.637447243551,12.2606664563333,12.7659574468085,12.33,2,125.315675,null,null,2000000
1,0.993333333333333,126.309354,7.91707002159159,144.430680285093,97.8864404777308,133.076677,107.668885535124,12.546729164,9.38809723386422,12.58,2,126.294774,1.09093596059113300492,664.38,2000000
1,0.993333333333333,126.309354,7.91707002159159,144.430680285093,97.8864404777308,133.076677,107.668885535124,12.546729164,9.38809723386422,12.58,2,126.294774,1.09093596059113300492,664.38,2000000
1,0.995,125.58942,7.962454162142,143.524446193496,127.835831879061,134.503377,107.663326587171,12.49614729,12.0502092050209,12.53,2,125.574505,1.09085385878489326765,664.33,2000000
1,0.995,125.58942,7.962454162142,143.524446193496,127.835831879061,134.503377,107.663326587171,12.49614729,12.0502092050209,12.53,2,125.574505,1.09085385878489326765,664.33,2000000
1,1.00666666666667,124.737491,8.0168359326708,142.649907877333,115.852957126189,132.578933,107.670004126264,12.5569074273333,11.166253101737,12.59,2,124.72268,1.08829508196721311475,663.86,2000000
1,1.00666666666667,124.737491,8.0168359326708,142.649907877333,115.852957126189,132.578933,107.670004126264,12.5569074273333,11.166253101737,12.59,2,124.72268,1.08829508196721311475,663.86,2000000
1,1.025,126.144822,7.92739633815489,144.877221041659,126.012957936241,135.754388,107.710989883625,12.929844255,12.1039805036556,12.96,2,126.127556,1.33983579638752052545,815.96,2000000
1,1.025,126.144822,7.92739633815489,144.877221041659,126.012957936241,135.754388,107.710989883625,12.929844255,12.1039805036556,12.96,2,126.127556,1.33983579638752052545,815.96,2000000
1,1.03333333333333,124.263082,8.04744244151292,142.569781076522,127.888539419303,133.778037,107.701172980219,12.8405184733333,12.4093473005641,12.90,2,124.256415,null,null,2000000
1,1.04166666666667,124.815555,8.01182192395812,143.468827176253,138.129496402878,134.119313,107.718878072344,13.0016203125,13.4292565947242,13.07,2,124.809005,null,null,2000000
1,0.92,119.281917,8.38350040937052,133.985388242826,98.3671060397403,125.880641,107.496035606404,10.973936364,8.50678733031674,11.04,2,119.276274,null,null,2100000
1,0.933333333333333,119.896061,8.34055757678311,135.003338245673,122.33974767427,127.524538,107.519813863031,11.1902990266667,10.1694915254237,11.24,3,119.889658,null,null,2100000
1,0.943333333333333,118.880212,8.41182887527152,133.895775177833,127.245905831792,125.957821,107.52245889652,11.2143666653333,11.6504854368932,11.28,2,118.873205,null,null,2100000
1,0.945,118.275262,8.45485339106668,133.158391772274,78.3162016642193,123.390259,107.518353647264,11.177012259,7.22466960352422,11.24,2,118.269001,null,null,2100000
1,0.958333333333333,119.19704,8.38947007408909,134.568913866911,135.987610017754,127.237467,107.545393158367,11.4230496666667,12.5108601216334,11.46,2,119.182212,1.14293924466338259441,696.05,2100000
1,0.958333333333333,119.610002,8.36050483470438,135.095491885696,128.734937483474,127.971729,107.549742508564,11.4626251916667,11.989574283232,11.51,2,119.59634,1.16853858784893267651,711.64,2100000
1,0.965,119.8383,8.34457765171903,135.509110032477,157.362743476376,130.058121,107.560927114905,11.56439595,14.1501294219155,11.60,2,119.817579,1.46428571428571428571,891.75,2100000
1,0.968333333333333,119.20045,8.38923007421532,134.754603778673,127.866829065433,125.998969,107.558529202226,11.5425769083333,11.6938950988822,11.59,2,119.181539,1.36216748768472906403,829.56,2100000
1,0.996666666666667,119.326773,8.38034897667098,135.43377924658,113.997368001945,127.480277,107.597029897819,11.892901709,10.8604845446951,11.93,2,119.306231,2.37472131147540983606,1448.58,2100000
1,1.015,118.862256,8.41309961338779,135.169847968845,135.781166020763,129.452665,107.615890636342,12.064518984,12.1410992616899,12.10,3,118.846517,1.15871921182266009852,705.66,2100000
1,1.02666666666667,120.072709,8.32828715474388,136.95589926002,107.435143931494,127.350782,107.644788380494,12.3274647906667,10.5433901054339,12.37,2,120.054783,1.38784893267651888341,845.20,2100000
1,1.04,119.032938,8.40103602248312,135.850442376,135.493009792449,127.674791,107.650498868165,12.379425552,13.4507606084868,12.44,2,119.027164,null,null,2100000
1,1.05833333333333,119.121941,8.3947591149476,136.306156399222,127.867572808316,128.456156,107.675517222599,12.6070720891667,12.588512981904,12.64,2,119.106169,1.17778325123152709359,717.27,2100000
1,1.06333333333333,119.277341,8.38382203707911,136.602901864778,156.126108654934,131.738807,107.683878982837,12.6831572596667,15.0352388410337,0.07,2,119.260583,1.06256157635467980295,647.10,2100000
1.12,1.15833333333333,210.850058,4.74270678170741,278.988786855794,243.911269259215,244.109142,108.974138809178,24.4234650516667,24.3709561466571,24.44,3,210.806879,1.17542622950819672131,717.01,800000
1.12,1.115,211.624191,4.72535769788247,276.98086552103,251.844459254447,241.877459,108.883211092885,23.5960972965,24.6452576549664,23.63,4,211.573875,1.15727868852459016393,705.94,800000
1.12,1.13666666666667,209.281199,4.77826008632529,274.60506562914,250.717024910573,243.896664,108.904333761868,23.7882962863333,23.8095238095238,23.81,4,209.233258,1.16701639344262295081,711.88,800000
1.12,1.14166666666667,214.610595,4.6596021971795,284.257625339207,252.359884361673,250.049703,108.982701251249,24.5013762625,25.309992706054,24.53,3,214.557668,1.14772131147540983606,700.11,800000
1.12,1.105,215.989949,4.62984506746654,283.700412602459,225.050892190393,245.67585,108.912971141159,23.8668893645,21.7030896759608,23.90,2,215.934388,1.11945901639344262295,682.87,800000
1.12,1.155,209.116457,4.78202440088204,275.708098284868,225.969656395035,240.430313,108.944409291107,24.1529507835,22.7829848594088,0.11,3,209.066568,.87424590163934426229,533.29,900000
1.12,1.10666666666667,216.482218,4.61931704709345,284.685320683268,229.813157823166,246.622943,108.922914463908,23.9573654586667,22.7990970654628,24.00,3,216.431753,1.12814754098360655737,688.17,900000
1.12,1.095,208.15525,4.80410655027918,269.606706209271,222.233796899144,236.790193,108.794950686263,22.792999875,21.2927756653993,22.84,3,208.105506,1.15640983606557377049,705.41,900000
1.12,1.11,216.231789,4.62466691241222,284.52198314112,245.331603171063,251.050638,108.927789970832,24.001728579,22.880720180045,24.04,3,216.174028,1.13022950819672131147,689.44,900000
1.12,1.08166666666667,213.803502,4.67719186377031,278.123485494009,241.978243309124,246.349182,108.831592693417,23.126412133,22.7867590454196,23.18,3,213.753163,1.11772131147540983606,681.81,1200000
1.12,1.16166666666667,207.866637,4.81077682514294,274.039411410249,296.200305456565,248.710076,108.943774459032,24.1471743315,28.8172043010753,24.19,4,207.818721,1.17160655737704918032,714.68,1200000
1.12,1.11,213.679987,4.67989545506665,280.120247941919,230.463021160696,241.891757,108.896660793414,23.718478557,23.9309827456864,23.76,2,213.622022,1.12057377049180327868,683.55,1200000
1.12,1.035,215.110217,4.64877965326956,276.718587170984,281.382505314787,250.91566,108.736803429799,22.2639074595,25.2614641995173,22.32,3,215.055142,1.09936065573770491803,670.61,1200000
1.12,1.15666666666667,213.745296,4.67846553217246,283.945801049141,218.472435749809,244.000327,109.00708032885,24.723205904,23.110151187905,24.76,2,213.691729,1.14044262295081967213,695.67,1200000
1.14,1.13666666666667,214.040395,4.67201529879442,282.857535155776,211.401501724082,242.828174,108.96378547966,24.3292582316667,21.5384615384615,24.38,2,213.987133,1.33886885245901639344,816.71,1300000
1.14,1.13666666666667,219.456022,4.55672161960541,292.39296261621,228.158937836357,251.861916,109.031437311623,24.9448345006667,23.1501831501831,24.99,2,219.396276,1.64360655737704918032,1002.60,1300000
1.14,1.155,209.448791,4.774436726159,276.286084177859,240.951070078684,240.855726,108.948627756119,24.1913353605,24.5133381398702,24.23,3,209.398336,1.21004918032786885245,738.13,1300000
1.14,1.105,213.324083,4.68770326320821,279.11884589195,260.513457020394,252.043955,108.880596997748,23.5723111715,23.9638281838734,23.62,3,213.272325,1.12567213114754098360,686.66,1300000
1.14,1.18,212.255124,4.71131146873986,283.1809113561,233.245218473021,244.598527,109.042566899057,25.046104632,24.4177840508116,25.09,3,212.206789,1.15239344262295081967,702.96,1300000
1.16,1.19833333333333,197.234302,5.070111992994,258.279227172465,231.964517161025,228.574952,108.887513299811,23.6352438563333,23.3495482974288,23.68,3,197.189458,1.21988524590163934426,744.13,1000000
1.16,1.19666666666667,198.872231,5.02835410942818,260.981621005939,200.045359122127,227.094352,108.905441629699,23.7983769763333,21.5727209464161,23.84,3,198.831888,1.21360655737704918032,740.30,1000000
1.16,1.10833333333333,199.447964,5.01383909840263,256.048783474848,217.598843088186,228.325865,108.719392546166,22.1054826766667,21.5627347858753,22.15,3,199.406087,1.18798360655737704918,724.67,1000000
1.16,1.16166666666667,203.756661,4.90781501371383,266.940843596926,226.469816880332,233.999736,108.891303559933,23.6697321195,23.2974910394265,23.71,3,203.716197,1.18577049180327868852,723.32,1000000
1.16,1.12666666666667,200.45843,4.98856545968159,258.939980977419,219.105472388774,229.101324,108.772089644155,22.5849831133333,22.4685883222469,22.63,2,200.411884,1.19049180327868852459,726.20,1000000
1.16,1.23166666666667,209.88967,4.7644078910601,283.066303610081,266.793292838576,249.941622,109.131070071281,25.8514110216667,27.4509803921569,25.89,3,209.839624,1.18311475409836065573,721.70,1100000
1.16,1.175,213.631754,4.68095206483209,285.229227755541,267.804635312213,255.07221,109.048680247341,25.101731095,26.2225372076542,25.14,3,213.577968,1.14800000000000000000,700.28,1100000
1.16,1.18166666666667,210.567032,4.74908151813623,280.315029688252,252.864857450419,246.739362,109.024532270519,24.8820042813333,25.0880902043693,24.92,3,210.519138,1.16324590163934426229,709.58,1100000
1.16,1.12,212.740901,4.70055356210041,279.286423916358,280.801911842804,251.292403,108.908585202229,23.826980912,26.2453531598513,23.87,3,212.686861,1.13319672131147540983,691.25,1100000
1.16,1.11333333333333,214.423611,4.66366551396245,281.66378499907,232.444609658768,246.400283,108.913587239844,23.872495358,22.2887060583396,0.12,2,214.376191,.86603278688524590163,528.28,1100000
1.68,1.67666666666667,212.526092,4.70530460796315,330.181427883693,295.099744306145,279.018759,110.206126202644,35.6335414253333,38.3507203179334,35.61,4,212.476549,1.28495894909688013136,782.54,800000
1.68,1.77,210.329964,4.75443432301448,335.071873516698,271.984047856431,270.315997,110.381401558717,37.228403628,38.164705882353,37.19,3,210.282947,1.31649180327868852459,803.06,800000
1.68,1.77166666666667,210.569954,4.7490156169194,335.869263800978,268.553618507909,271.939338,110.389926855852,37.3059768503333,37.8937470615891,37.27,4,210.525779,1.30903278688524590163,798.51,800000
1.68,1.75,209.394349,4.7756780676063,330.50442831518,263.547970354253,266.229504,110.317176817143,36.644011075,35.3165159447882,36.61,4,209.346489,1.30822950819672131147,798.02,800000
1.68,1.62833333333333,209.528011,4.77263156953273,318.035989235147,279.890159080855,268.330724,110.039584075916,34.1181444578333,35.0383631713555,34.09,5,209.478487,1.28537704918032786885,784.08,800000
1.68,1.765,207.320693,4.82344519270925,326.963518059375,262.029633412522,265.615056,110.311472044364,36.5921023145,36.2435110901369,36.57,4,207.273976,1.33437704918032786885,813.97,900000
1.68,1.62833333333333,208.748206,4.7904603309501,316.242832989845,283.345593143581,267.643636,110.025629166516,33.9911662103333,34.4757033248082,33.98,6,208.699847,1.29106557377049180327,787.55,900000
1.68,1.62666666666667,210.573473,4.74893625371321,320.279838790581,238.598876885498,260.162587,110.054436015053,34.2532849413333,31.0291858678956,34.24,3,210.524614,1.28263934426229508196,782.41,900000
1.68,1.65666666666667,208.405302,4.79834241453224,318.301467196095,257.654524431658,263.40968,110.08438670561,34.525811698,33.6349924585219,34.51,3,208.36217,1.29914754098360655737,792.48,900000
1.68,1.67333333333333,209.52332,4.77273842357977,322.642562324917,258.200646889793,263.821777,110.143119886579,35.0602355466667,33.3499253359881,0.12,4,209.474724,.88439344262295081967,539.48,900000
1.68,1.64666666666667,208.893791,4.78712170052005,318.425192916386,250.348645045554,260.774015,110.070323083222,34.3978442513333,34.4461305007587,34.40,3,208.846259,1.30009836065573770491,793.06,1200000
1.68,1.595,208.991625,4.78488073385716,313.491344483847,243.908427936518,257.604778,109.953424644206,33.3341641875,32.2193211488251,33.33,4,208.939619,1.28255737704918032786,782.36,1200000
1.68,1.60333333333333,209.394013,4.77568573080454,315.223491815454,264.708264708265,262.661486,109.979655125268,33.5728400843333,34.4415584415584,33.58,4,209.345524,1.28367213114754098360,783.04,1200000
1.68,1.72666666666667,209.105228,4.78228119671881,327.266410787402,296.699428392627,276.567825,110.257994746877,36.1055027013333,37.1442354076218,36.09,5,209.055626,1.31411475409836065573,801.61,1200000
1.68,1.70833333333333,209.403187,4.77547650695498,326.036296120866,273.988892984981,270.08481,110.221457584597,35.7730444458333,36.6650414431984,0.12,4,209.354319,.85327868852459016393,520.50,1200000
1.71,1.63833333333333,211.955517,4.71797108258333,324.713515491728,232.110598010614,259.819453,110.106319137648,34.7253788685,30.6049822064057,34.72,4,211.9095,1.26906557377049180327,774.13,1300000
1.71,1.72833333333333,209.180483,4.78056071799012,327.629587830478,237.292467846313,260.137033,110.263254279954,36.1533601451667,32.9156626506024,36.14,3,209.130537,1.31140983606557377049,799.96,1300000
1.71,1.66666666666667,208.383384,4.79884710961408,319.26640824658,241.979010494753,259.001193,110.1068889836,34.730564,32.2338830584708,34.72,4,208.337739,1.29670491803278688524,790.99,1300000
1.71,1.71,212.9306,4.69636585817163,334.855154221539,287.697649709596,280.268498,110.29158347274,36.4111326,36.9215781782757,36.40,5,212.881768,1.28467213114754098360,783.65,1300000
1.71,1.65,208.405611,4.798335300099,317.628176378976,231.288146482493,254.381972,110.069123147069,34.386925815,31.7011610297829,34.38,3,208.354802,1.29818032786885245901,791.89,1300000
1.74,1.74666666666667,209.089341,4.78264456340699,329.38316220078,242.713145278424,259.984779,110.303651111257,36.520938228,34.7639484978541,36.50,4,209.037055,1.33429508196721311475,813.92,1000000
1.74,1.725,197.842078,5.05453647732107,300.342106720091,245.208154010875,250.794846,110.040640654205,34.127758455,33.3172380492516,34.11,4,197.797446,1.37203278688524590163,836.94,1000000
1.74,1.72666666666667,208.99321,4.78484444542481,326.992108485622,291.111868535892,274.709102,110.255869085841,36.0861609266667,37.530149541727,36.07,5,208.941805,1.31154098360655737704,800.04,1000000
1.74,1.825,209.874712,4.76474745561533,340.165274431945,242.586421412628,263.400256,110.499404629906,38.30213494,37.1519853947969,38.28,3,209.828887,1.32321311475409836065,807.16,1000000
1.74,1.70833333333333,202.35367,4.94184266586319,309.261516563372,240.596496652436,253.121831,110.089105840221,34.5687519583333,34.2759629449049,34.55,3,202.30448,1.33822950819672131147,816.32,1000000
1.74,1.79833333333333,207.441474,4.82063678355853,330.873460084059,290.011723238842,275.418131,110.389807602336,37.304891741,39.2311255210746,37.28,4,207.395379,1.32921311475409836065,810.82,1100000
1.74,1.74,210.286449,4.75541816772036,331.628963009133,299.323770379052,279.369596,110.311223649647,36.589842126,39.7319291527047,36.57,4,210.235995,1.29731147540983606557,791.36,1100000
1.74,1.72333333333333,211.390473,4.73058215826027,332.529849778658,291.117004916456,277.60267,110.293615770685,36.429624847,37.8927017883035,36.41,6,211.341741,1.29121311475409836065,787.64,1100000
1.74,1.72166666666667,213.483256,4.68420811419515,337.548020073865,240.538288721817,265.012683,110.329341593156,36.7547005746667,33.8655055636188,36.74,4,213.435255,1.27613114754098360655,778.44,1100000
2,1.95,180.972468,5.52570239579205,279.665332656548,217.746087032717,228.267572,110.168330475474,35.28963126,34.2588637334472,35.30,3,180.911987,1.34019672131147540983,817.52,800000
2,1.97333333333333,181.490665,5.50992526254725,282.758095933978,228.243756631262,231.355394,110.225975952477,35.8141578933333,35.1625158294639,35.82,4,181.430963,1.34152459016393442622,818.33,800000
2,2.01333333333333,181.378505,5.51333246461592,285.714356630011,194.812133699759,223.133159,110.303277536833,36.5175390066667,33.1816301199835,36.53,3,181.318041,1.34965573770491803278,823.29,800000
2,2.06,182.097573,5.49156138396199,291.412534443847,235.161099093511,238.811621,110.412579794176,37.512100038,37.3635260816822,37.52,4,182.03114,1.36334426229508196721,831.64,800000
2,2.07333333333333,180.586915,5.53749976846329,288.66973302987,234.472192114758,234.914925,110.404841406062,37.4416870433333,38.1679389312977,37.45,4,180.526913,1.36306557377049180327,831.47,800000
2,1.905,179.385378,5.57459036599962,272.509980750288,203.822357797755,221.137524,110.045603304539,34.172914509,32.1818976825536,34.19,3,179.322107,1.32411475409836065573,807.71,900000
2,2.02833333333333,177.395446,5.63712328894847,277.101192449297,220.692820228151,226.792153,110.244389888374,35.9817096303333,35.1129363449692,35.99,3,177.337344,1.34245901639344262295,818.90,900000
2,2.03333333333333,179.038618,5.58538717049302,281.527264462756,217.191288171335,226.040759,110.290856637367,36.4045189933333,34.9037279803359,36.41,4,178.979553,1.35244262295081967213,824.99,900000
2,2.05333333333333,178.051245,5.61636061573172,280.660214121871,237.480572166171,229.546441,110.307928134836,36.55985564,38.8640973630832,36.57,3,177.9925,1.35357377049180327868,825.68,900000
2,2.12833333333333,178.114932,5.61435242273792,286.860161792975,244.580083886678,235.762353,110.456176536871,37.908794694,40,37.90,4,178.052825,1.36736065573770491803,834.09,900000
2,1.915,176.909372,5.65261177909783,267.550526673847,241.221918486526,227.841578,110.013208106706,33.878144738,35.667681600696,33.90,3,176.84857,1.32522950819672131147,808.39,1000000
2,1.97,173.075399,5.77782865605296,262.616858668362,205.835953681545,216.840777,110.03713431097,34.095853603,32.8541226215645,34.10,4,173.025033,1.23208196721311475409,751.57,1000000
2,1.99666666666667,171.496514,5.83102231454104,260.800012266563,231.090198307149,220.659293,110.053210888757,34.2421372953333,35.9616186900292,34.25,6,171.442855,1.23568852459016393442,753.77,1000000
2,2.03166666666667,172.135252,5.80938528500833,264.710027672463,194.339925351674,210.653323,110.133438775577,34.9721453646667,32.7593275932759,34.97,4,172.081289,1.24154098360655737704,757.34,1000000
2,2.055,171.521731,5.83016504188615,264.889081379176,221.710027348839,221.360666,110.163723957683,35.2477157205,34.9412241588974,35.25,5,171.469254,1.24947540983606557377,762.18,1000000
2,2.02166666666667,172.892179,5.78395162686914,265.795922046847,240.49313320772,225.975152,110.131338603776,34.9530355211667,36.9592088998764,34.95,5,172.84447,1.23995081967213114754,756.37,1100000
2,2.04833333333333,172.397788,5.80053846166518,266.509949695788,225.736248602384,220.516759,110.170878211929,35.3128135753333,36.3155754371696,35.31,4,172.350943,1.24737704918032786885,760.90,1100000
2,2.06666666666667,171.787834,5.82113399252708,266.349368154597,239.497601123376,225.922772,110.191759811031,35.5028190266667,35.9532446594115,35.50,6,171.737628,1.25431147540983606557,765.13,1100000
2,2.07333333333333,172.202029,5.80713250480922,267.823724328677,233.697077430081,226.066723,110.213783952659,35.7032206793333,36.3198071514665,35.69,5,172.15115,1.25154098360655737704,763.44,1100000
2,2.12,171.551158,5.82916496547345,269.602460205584,234.273640508581,226.266333,110.28693612001,36.368845496,37.1709233791748,36.36,5,171.50074,1.25742622950819672131,767.03,1100000
2,1.92833333333333,175.285971,5.70496311995214,264.786345631006,215.27335721526,218.959587,110.004727490388,33.8009780745,32.6565874730022,33.82,4,175.228534,1.29749180327868852459,791.47,1200000
2,1.92833333333333,175.285971,5.70496311995214,264.786345631006,215.27335721526,218.959587,110.004727490388,33.8009780745,32.6565874730022,33.82,4,175.228534,1.29749180327868852459,791.47,1200000
2,1.995,175.049936,5.71265561616658,268.986722613952,216.407406826042,220.502569,110.127978599297,34.922462232,33.5699373695198,34.93,4,174.988116,1.31680327868852459016,803.25,1200000
2,1.995,175.049936,5.71265561616658,268.986722613952,216.407406826042,220.502569,110.127978599297,34.922462232,33.5699373695198,34.93,4,174.988116,1.31680327868852459016,803.25,1200000
2,2.00166666666667,176.047745,5.6802772452439,271.841767058357,234.095390753232,226.447494,110.162754042963,35.2388902908333,36.6208905534748,35.24,4,175.983463,1.33695081967213114754,815.54,1200000
2,2.00166666666667,176.047745,5.6802772452439,271.841767058357,234.095390753232,226.447494,110.162754042963,35.2388902908333,36.6208905534748,35.24,4,175.983463,1.33695081967213114754,815.54,1200000
2,2.03166666666667,175.33223,5.7034579438133,272.346635339552,236.921155101625,228.706094,110.204820953644,35.6216647283333,36.080360803608,35.62,4,175.272096,1.32404918032786885245,807.67,1200000
2,2.03166666666667,175.33223,5.7034579438133,272.346635339552,236.921155101625,228.706094,110.204820953644,35.6216647283333,36.080360803608,35.62,4,175.272096,1.32404918032786885245,807.67,1200000
2,2.04166666666667,174.823249,5.72006301061251,271.857599479694,236.205130767117,228.287036,110.212669492458,35.6930800041667,35.7405140758874,35.69,4,174.759539,1.33214754098360655737,812.61,1200000
2,2.04166666666667,174.823249,5.72006301061251,271.857599479694,236.205130767117,228.287036,110.212669492458,35.6930800041667,35.7405140758874,35.69,4,174.759539,1.33214754098360655737,812.61,1200000
2,1.87666666666667,176.91353,5.65247892572151,264.843676377681,213.806103407417,220.162036,109.93876489372,33.2007724633333,32.0017754105637,33.21,3,176.859378,1.21834426229508196721,743.19,1300000
2,1.87666666666667,176.91353,5.65247892572151,264.843676377681,213.806103407417,220.162036,109.93876489372,33.2007724633333,32.0017754105637,33.21,3,176.859378,1.21834426229508196721,743.19,1300000
2,2.02,175.034775,5.7131504296789,270.771532067527,218.842502806982,222.378745,110.175736998045,35.35702455,35.4639175257732,35.35,3,174.977412,1.24793442622950819672,761.24,1300000
2,2.02,175.034775,5.7131504296789,270.771532067527,218.842502806982,222.378745,110.175736998045,35.35702455,35.4639175257732,35.35,3,174.977412,1.24793442622950819672,761.24,1300000
2,2.02333333333333,174.965291,5.71541929421876,270.849598463895,211.20412804369,216.922312,110.180604028969,35.4013105456667,36.3935776039523,35.39,3,174.91249,1.24521311475409836065,759.58,1300000
2,2.02333333333333,174.965291,5.71541929421876,270.849598463895,211.20412804369,216.922312,110.180604028969,35.4013105456667,36.3935776039523,35.39,3,174.91249,1.24521311475409836065,759.58,1300000
2,2.035,175.353332,5.70277159033397,272.645113080487,224.680453906815,224.807372,110.211715896514,35.684403062,34.916086778551,35.68,4,175.302369,1.24847540983606557377,761.57,1300000
2,2.035,175.353332,5.70277159033397,272.645113080487,224.680453906815,224.807372,110.211715896514,35.684403062,34.916086778551,35.68,4,175.302369,1.24847540983606557377,761.57,1300000
2,2.05666666666667,175.110723,5.71067255544368,273.672246416302,237.893148953014,229.7861,110.2479868128,36.014438697,36.9380315917375,36.01,4,175.051315,1.26083606557377049180,769.11,1300000
2,2.05666666666667,175.110723,5.71067255544368,273.672246416302,237.893148953014,229.7861,110.2479868128,36.014438697,36.9380315917375,36.01,4,175.051315,1.26083606557377049180,769.11,1300000
2,1.945,170.835148,5.85359635711499,255.846321449811,193.325002889967,210.267528,109.941695247831,33.227436286,31.4346895074947,33.22,3,170.781684,1.23011475409836065573,750.37,1400000
2,1.945,170.835148,5.85359635711499,255.846321449811,193.325002889967,210.267528,109.941695247831,33.227436286,31.4346895074947,33.22,3,170.781684,1.23011475409836065573,750.37,1400000
2,1.97166666666667,170.375739,5.86938026428751,256.56066690236,215.987580714109,216.600587,109.981806577691,33.5924165395,33.1220954795099,33.58,3,170.323846,1.23360655737704918032,752.50,1400000
2,1.97166666666667,170.375739,5.86938026428751,256.56066690236,215.987580714109,216.600587,109.981806577691,33.5924165395,33.1220954795099,33.58,3,170.323846,1.23360655737704918032,752.50,1400000
2,1.975,170.040269,5.88095988015639,256.019014706306,208.852751336028,210.912009,109.980766548712,33.5829531275,32.3913960354281,33.58,5,169.991102,1.23237704918032786885,751.75,1400000
2,1.975,170.040269,5.88095988015639,256.019014706306,208.852751336028,210.912009,109.980766548712,33.5829531275,32.3913960354281,33.58,5,169.991102,1.23237704918032786885,751.75,1400000
2,1.97666666666667,171.105939,5.84433249859317,258.553878089798,187.608061177283,209.827399,110.007031272929,33.821940609,30.4256215760641,33.82,3,171.053654,1.23470491803278688524,753.17,1400000
2,1.97666666666667,171.105939,5.84433249859317,258.553878089798,187.608061177283,209.827399,110.007031272929,33.821940609,30.4256215760641,33.82,3,171.053654,1.23470491803278688524,753.17,1400000
2,2.01666666666667,170.860493,5.85272804989507,260.684045456647,221.409771933598,217.767502,110.076809583108,34.4568660883333,34.4072697232549,34.44,4,170.80999,1.24406557377049180327,758.88,1400000
2,2.01666666666667,170.860493,5.85272804989507,260.684045456647,221.409771933598,217.767502,110.076809583108,34.4568660883333,34.4072697232549,34.44,4,170.80999,1.24406557377049180327,758.88,1400000
2,1.86333333333333,167.387532,5.97416060833014,243.260038212328,222.633974232357,209.759721,109.71776745988,31.189876796,33.1694233348234,0.11,4,167.340915,.82306557377049180327,502.07,1500000
2,1.86333333333333,167.387532,5.97416060833014,243.260038212328,222.633974232357,209.759721,109.71776745988,31.189876796,33.1694233348234,0.11,4,167.340915,.82306557377049180327,502.07,1500000
2,2.035,166.130005,6.01938223019978,250.979936719038,214.019698260386,211.177109,110.005439416323,33.8074560175,33.4015554645927,33.79,4,166.083849,1.23462295081967213114,753.12,1500000
2,2.035,166.130005,6.01938223019978,250.979936719038,214.019698260386,211.177109,110.005439416323,33.8074560175,33.4015554645927,33.79,4,166.083849,1.23462295081967213114,753.12,1500000
2,2.065,167.546541,5.96849086845666,256.180950256808,202.768631809866,208.749993,110.092359842743,34.5983607165,33.6425978217023,34.58,4,167.500093,1.24426229508196721311,759.00,1500000
2,2.065,167.546541,5.96849086845666,256.180950256808,202.768631809866,208.749993,110.092359842743,34.5983607165,33.6425978217023,34.58,4,167.500093,1.24426229508196721311,759.00,1500000
2,1.92,156.81637,6.37688527033243,224.371941242592,180.31453362256,188.400011,109.598950860096,30.10874304,28.6334056399132,30.11,4,156.764761,1.96040983606557377049,1195.85,1600000
2,1.92,156.81637,6.37688527033243,224.371941242592,180.31453362256,188.400011,109.598950860096,30.10874304,28.6334056399132,30.11,4,156.764761,1.96040983606557377049,1195.85,1600000
2,1.95,156.918228,6.37274593745731,226.10387622105,178.534266530849,190.220914,109.652836085154,30.59905446,29.3464331482273,30.60,3,156.864478,2.01936065573770491803,1231.81,1600000
2,1.95,156.918228,6.37274593745731,226.10387622105,178.534266530849,190.220914,109.652836085154,30.59905446,29.3464331482273,30.60,3,156.864478,2.01936065573770491803,1231.81,1600000
2,1.97666666666667,156.201655,6.40198082408282,225.972657404255,197.414846193369,195.306076,109.683257065836,30.8758604716667,31.015592077539,30.88,5,156.142968,2.46821311475409836065,1505.61,1600000
2,1.97666666666667,156.201655,6.40198082408282,225.972657404255,197.414846193369,195.306076,109.683257065836,30.8758604716667,31.015592077539,30.88,5,156.142968,2.46821311475409836065,1505.61,1600000
2,2.03,156.647802,6.38374740808684,229.687188131897,189.605648550366,194.22741,109.784765468279,31.799503806,31.7603610997128,31.79,3,156.610295,1.30845901639344262295,798.16,1600000
2,2.03,156.647802,6.38374740808684,229.687188131897,189.605648550366,194.22741,109.784765468279,31.799503806,31.7603610997128,31.79,3,156.610295,1.30845901639344262295,798.16,1600000
2,1.93333333333333,147.303829,6.78868979027015,205.958101916762,183.185012405473,179.318912,109.419813556039,28.4787402733333,28.2636794485136,28.47,4,147.263116,1.39251231527093596059,848.04,1700000
