Mod. Lambda;Mes. Lambda;Mes. MST;Mes. MSR;Mod. MRT;MRT=k/lambda;Mes. MRT;;Mod. U;1-Pi_0;Mes. U;State;Mes MCpuTime;Mes Average Power;Mes Total Power;Mes frequency
4;3,978333333;168,668069;5,928804462;512,6966432;350,484847;347,377252;113,6644856;67,10178012;67,97905759;66.93;8;168,623179;1.63950819672131147540;1000.10;1400000
4;3,978333333;168,668069;5,928804462;512,6966432;350,484847;347,377252;113,6644856;67,10178012;67,97905759;66.93;8;168,623179;1.63950819672131147540;1000.10;1400000
4;4,041666667;169,094308;5,91385962;534,1329794;324,0823977;333,710227;113,8008169;68,34228282;67,71799629;68.16;8;169,050654;1.65678688524590163934;1010.64;1400000
4;4,041666667;169,094308;5,91385962;534,1329794;324,0823977;333,710227;113,8008169;68,34228282;67,71799629;68.16;8;169,050654;1.65678688524590163934;1010.64;1400000
4;3,896666667;166,720141;5,998075541;475,8712176;346,3978302;338,309663;113,4296844;64,96528161;65,70451144;64.78;8;166,677217;1.62898360655737704918;993.68;1500000
4;3,896666667;166,720141;5,998075541;475,8712176;346,3978302;338,309663;113,4296844;64,96528161;65,70451144;64.78;8;166,677217;1.62898360655737704918;993.68;1500000
4;3,926666667;167,007429;5,987757587;485,1799551;315,4587769;321,751797;113,4970497;65,57825045;64,41756843;65.40;9;166,96493;1.63145901639344262295;995.19;1500000
4;3,926666667;167,007429;5,987757587;485,1799551;315,4587769;321,751797;113,4970497;65,57825045;64,41756843;65.40;9;166,96493;1.63145901639344262295;995.19;1500000
4;3,985;166,880457;5,992313408;498,1783094;352,9858336;348,150588;113,5985546;66,50186211;65,44010036;66.32;10;166,841;1.63695081967213114754;998.54;1500000
4;3,985;166,880457;5,992313408;498,1783094;352,9858336;348,150588;113,5985546;66,50186211;65,44010036;66.32;10;166,841;1.63695081967213114754;998.54;1500000
4;4,003333333;166,484171;6,006577046;499,190385;302,5054563;312,310186;113,614743;66,64916312;65,78563996;66.47;8;166,442455;1.64540983606557377049;1003.70;1500000
4;4,003333333;166,923615;5,990764099;503,1621817;344,1980798;344,047723;113,6340771;66,82508721;65,41103018;66.64;11;166,882212;1.63147540983606557377;995.20;1500000
4;4,003333333;166,484171;6,006577046;499,190385;302,5054563;312,310186;113,614743;66,64916312;65,78563996;66.47;8;166,442455;1.64540983606557377049;1003.70;1500000
4;4,003333333;166,923615;5,990764099;503,1621817;344,1980798;344,047723;113,6340771;66,82508721;65,41103018;66.64;11;166,882212;1.63147540983606557377;995.20;1500000
4;3,925;156,143497;6,404365338;403,3290232;306,6951315;296,236173;113,0253669;61,28632257;62,38590533;61.12;12;156,106238;1.78688524590163934426;1090.00;1600000
4;3,925;156,143497;6,404365338;403,3290232;306,6951315;296,236173;113,0253669;61,28632257;62,38590533;61.12;12;156,106238;1.78688524590163934426;1090.00;1600000
4;3,951666667;156,194831;6,40226052;408,0643549;255,9388948;266,730336;113,0733567;61,72299072;61,37465739;61.56;6;156,155737;1.74472131147540983606;1064.28;1600000
4;3,951666667;156,194831;6,40226052;408,0643549;255,9388948;266,730336;113,0733567;61,72299072;61,37465739;61.56;6;156,155737;1.74472131147540983606;1064.28;1600000
4;3,98;155,923089;6,413418349;410,9445466;286,9171059;284,23768;113,1101071;62,05738942;62,77998744;61.89;8;155,885264;1.74621311475409836065;1065.19;1600000
4;3,98;155,923089;6,413418349;410,9445466;286,9171059;284,23768;113,1101071;62,05738942;62,77998744;61.89;8;155,885264;1.74621311475409836065;1065.19;1600000
4;3,983333333;155,758271;6,420204806;410,3622252;260,4451547;270,864468;113,1086039;62,04371128;60,42668898;61.88;7;155,720048;1.79249589490968801313;1091.63;1600000
4;3,983333333;155,758271;6,420204806;410,3622252;260,4451547;270,864468;113,1086039;62,04371128;60,42668898;61.88;7;155,720048;1.79249589490968801313;1091.63;1600000
4;4,035;156,083802;6,406814719;421,6180936;335,3887021;318,054156;113,2114816;62,97981411;63,67953748;62.81;9;156,046495;1.72047540983606557377;1049.49;1600000
4;4,035;156,083802;6,406814719;421,6180936;335,3887021;318,054156;113,2114816;62,97981411;63,67953748;62.81;9;156,046495;1.72047540983606557377;1049.49;1600000
4;3,936666667;147,119581;6,797191735;349,586169;244,8825988;248,862589;112,6549766;57,91607505;57,46031746;57.77;7;147,079561;1.85683087027914614121;1130.81;1700000
4;3,936666667;147,119581;6,797191735;349,586169;244,8825988;248,862589;112,6549766;57,91607505;57,46031746;57.77;7;147,079561;1.85683087027914614121;1130.81;1700000
4;3,948333333;147,218087;6,792643624;351,5790817;258,4020528;254,729935;112,6781142;58,12660802;58,30343954;57.97;7;147,176034;1.86149180327868852459;1135.51;1700000
4;3,948333333;147,218087;6,792643624;351,5790817;258,4020528;254,729935;112,6781142;58,12660802;58,30343954;57.97;7;147,176034;1.86149180327868852459;1135.51;1700000
4;3,966666667;146,513665;6,825301927;349,8172761;253,6893775;251,475744;112,6770679;58,11708712;58,8741861;57.97;6;146,476241;1.87993431855500821018;1144.88;1700000
4;3,966666667;147,271944;6,79015957;354,1712461;258,8256475;257,026693;112,710124;58,41787112;59,71434573;58.26;8;147,231068;1.87342622950819672131;1142.79;1700000
4;3,966666667;146,513665;6,825301927;349,8172761;253,6893775;251,475744;112,6770679;58,11708712;58,8741861;57.97;6;146,476241;1.87993431855500821018;1144.88;1700000
4;3,966666667;147,271944;6,79015957;354,1712461;258,8256475;257,026693;112,710124;58,41787112;59,71434573;58.26;8;147,231068;1.87342622950819672131;1142.79;1700000
4;4,07;146,613581;6,820650537;363,5503625;243,4871831;249,391527;112,8479228;59,67172747;59,07881269;59.51;7;146,572446;1.88986863711001642036;1150.93;1700000
4;4,07;146,613581;6,820650537;363,5503625;243,4871831;249,391527;112,8479228;59,67172747;59,07881269;59.51;7;146,572446;1.88986863711001642036;1150.93;1700000
4;3,998333333;138,556121;7,217292118;310,6594607;211,3820955;219,285749;112,3783892;55,39935571;53,90706397;55.25;6;138,526965;1.73121311475409836065;1056.04;1800000
4;3,998333333;138,556121;7,217292118;310,6594607;211,3820955;219,285749;112,3783892;55,39935571;53,90706397;55.25;6;138,526965;1.73121311475409836065;1056.04;1800000
4;4,003333333;138,540908;7,21808464;311,0660529;221,771486;223,629912;112,3853335;55,4625435;55,60874089;55.31;7;138,509225;1.75111658456486042692;1066.43;1800000
4;4,003333333;138,540908;7,21808464;311,0660529;221,771486;223,629912;112,3853335;55,4625435;55,60874089;55.31;7;138,509225;1.75111658456486042692;1066.43;1800000
4;4,023333333;138,64038;7,212905793;313,5216437;225,0281929;225,765923;112,4201831;55,77964622;55,70511493;55.63;7;138,609627;1.73935960591133004926;1059.27;1800000
4;4,023333333;138,64038;7,212905793;313,5216437;225,0281929;225,765923;112,4201831;55,77964622;55,70511493;55.63;7;138,609627;1.73935960591133004926;1059.27;1800000
4;4,058333333;138,372758;7,226856026;315,6044936;216,4088093;222,890762;112,4615749;56,15627762;54,75261753;56.01;7;138,34135;1.74437704918032786885;1064.07;1800000
4;4,058333333;138,372758;7,226856026;315,6044936;216,4088093;222,890762;112,4615749;56,15627762;54,75261753;56.01;7;138,34135;1.74437704918032786885;1064.07;1800000
4;3,933333333;131,484791;7,605442366;272,3230686;198,7692926;201,62551;111,9737369;51,71735113;51,6204194;51.58;6;131,455544;1.85574712643678160919;1130.15;1900000
4;3,933333333;131,484791;7,605442366;272,3230686;198,7692926;201,62551;111,9737369;51,71735113;51,6204194;51.58;6;131,455544;1.85574712643678160919;1130.15;1900000
4;3,971666667;131,657843;7,595445719;275,9550142;194,1590144;200,25752;112,0366827;52,29010664;50,6398154;52.15;6;131,626533;1.87116584564860426929;1139.54;1900000
4;3,971666667;131,482021;7,605602594;275,1837181;201,1309921;203,080754;112,0290083;52,22027601;51,56282777;52.08;6;131,452239;1.85807881773399014778;1131.57;1900000
4;3,971666667;131,657843;7,595445719;275,9550142;194,1590144;200,25752;112,0366827;52,29010664;50,6398154;52.15;6;131,626533;1.87116584564860426929;1139.54;1900000
4;3,971666667;131,482021;7,605602594;275,1837181;201,1309921;203,080754;112,0290083;52,22027601;51,56282777;52.08;6;131,452239;1.85807881773399014778;1131.57;1900000
4;4,005;131,377197;7,611670996;277,2639925;200,0827445;202,064862;112,0725608;52,6165674;53,23486582;52.48;5;131,346854;1.88183908045977011494;1146.04;1900000
4;4,005;131,377197;7,611670996;277,2639925;200,0827445;202,064862;112,0725608;52,6165674;53,23486582;52.48;5;131,346854;1.88183908045977011494;1146.04;1900000
4;4,041666667;131,427187;7,608775801;280,339054;197,489305;202,296421;112,1277218;53,11848808;52,42218099;52.97;5;131,397692;1.89671592775041050903;1155.10;1900000
4;4,041666667;131,427187;7,608775801;280,339054;197,489305;202,296421;112,1277218;53,11848808;52,42218099;52.97;5;131,397692;1.89671592775041050903;1155.10;1900000
4;3,828333333;124,624645;8,024095074;238,3357449;183,2166951;183,551291;111,5333805;47,71046826;47,50816104;47.58;7;124,610911;1.83169129720853858784;1115.50;2000000
4;3,828333333;124,624645;8,024095074;238,3357449;183,2166951;183,551291;111,5333805;47,71046826;47,50816104;47.58;7;124,610911;1.83169129720853858784;1115.50;2000000
4;3,885;124,579256;8,027018559;241,4281795;198,8876533;190,697932;111,6090546;48,39904096;47,84473515;48.26;8;124,56554;1.84738916256157635467;1125.06;2000000
4;3,885;124,579256;8,027018559;241,4281795;198,8876533;190,697932;111,6090546;48,39904096;47,84473515;48.26;8;124,56554;1.84738916256157635467;1125.06;2000000
4;4,046666667;124,720467;8,017930209;251,8090249;210,0774066;198,102427;111,8366767;50,47021565;51,61622401;50.33;7;124,708331;1.89505747126436781609;1154.09;2000000
4;4,046666667;124,720467;8,017930209;251,8090249;210,0774066;198,102427;111,8366767;50,47021565;51,61622401;50.33;7;124,708331;1.89505747126436781609;1154.09;2000000
4;4,098333333;124,333519;8,042883432;253,5143362;187,6515864;189,367976;111,8900667;50,95602054;51,12827811;50.80;6;124,319745;1.90177339901477832512;1158.18;2000000
4;4,098333333;124,333519;8,042883432;253,5143362;187,6515864;189,367976;111,8900667;50,95602054;51,12827811;50.80;6;124,319745;1.90177339901477832512;1158.18;2000000
4;4,141666667;124,662754;8,021642134;257,7335884;200,4543859;195,239197;111,9642642;51,63115728;54,33514383;51.48;5;124,649963;1.91154351395730706075;1164.13;2000000
4;4,141666667;124,662754;8,021642134;257,7335884;200,4543859;195,239197;111,9642642;51,63115728;54,33514383;51.48;5;124,649963;1.91154351395730706075;1164.13;2000000
4;3,91;118,86821;8,412678209;222,0900437;167,9052929;170,109602;111,397874;46,47747011;47,07010441;46.38;6;118,849052;3.36478688524590163934;2052.52;2100000
4;4,02;118,574529;8,433514419;226,576806;176,7329157;175,200981;111,528599;47,66696066;48,58031088;47.54;6;118,559415;2.00628899835796387520;1221.83;2100000
4;4,021666667;119,147516;8,392957181;228,7653947;184,0558586;177,726181;111,5560958;47,91715935;50,19680961;47.80;5;119,129041;3.34775041050903119868;2038.78;2100000
4;4,023333333;118,821995;8,415950262;227,6547252;179,5284393;175,806126;111,5438848;47,80604932;48,37440464;0.07;6;118,807777;.90456486042692939244;550.88;2100000
4;4,04;119,05568;8,399431258;229,3877208;168,1473571;172,672047;111,5760246;48,09849472;46,60754795;47.97;6;119,03468;2.35996715927750410509;1437.22;2100000
4;4,04;119,182316;8,390506524;229,8582922;178,6629478;177,496796;111,5816472;48,14965566;48,00989895;48.03;7;119,163635;3.31592775041050903119;2019.40;2100000
4;4,075;118,756731;8,420575336;230,1191264;171,7941932;173,531145;111,6084311;48,39336788;48,00654263;48.27;5;118,742161;2.01451559934318555008;1226.84;2100000
4;4,076666667;119,008348;8,402771879;231,1548034;187,6961748;180,180982;111,6218794;48,51573653;49,98978132;48.40;7;118,986292;3.10908045977011494252;1893.43;2100000
4;4,128333333;118,64144;8,428758114;232,5351683;175,0107039;175,480686;111,6728076;48,97914115;48,79919273;48.85;9;118,626993;2.02840722495894909688;1235.30;2100000
4,06;4,133333333;206,588549;4,840539347;1414,015126;772,2330956;773,958341;115,6743537;85,38993359;84,5595646;84.68;19;206,552892;1.91730392156862745098;1173.39;1000000
4,06;3,908333333;207,3669;4,822370398;1094,047538;592,4514529;602,756536;115,1969441;81,04589675;79,66318482;80.79;16;207,328627;1.87929508196721311475;1146.37;1000000
4,06;3,956666667;205,558826;4,864787465;1101,175088;565,5604701;581,136794;115,228472;81,33277549;80,90124237;81.07;14;205,522145;1.89896721311475409836;1158.37;1000000
4,06;4,196666667;205,954;4,855453159;1517,942476;744,9874897;761,040641;115,78888;86,43202867;86,14254517;86.00;15;205,921019;1.97500818330605564648;1206.73;1000000
4,06;3,975;206,893285;4,833409649;1164,944967;601,0105604;616,990616;115,3281849;82,24008079;81,05219032;81.97;11;206,856488;1.91108196721311475409;1165.76;1000000
4,06;4,138333333;206,405077;4,844842068;1415,410669;973,2863561;949,307179;115,6773614;85,41730103;85,3029998;84.86;28;206,369171;1.90908496732026143790;1168.36;1100000
4,06;4,055;206,711164;4,837668081;1277,680826;717,3807243;718,991105;115,5019693;83,821377;84,98048079;83.55;18;206,675349;1.94252459016393442622;1184.94;1100000
4,06;3,9;207,61074;4,816706496;1090,861693;654,0899107;649,820526;115,1884039;80,9681886;80,55970946;80.72;19;207,574105;1.84700000000000000000;1126.67;1100000
4,06;4,015;206,397502;4,845019878;1204,790423;590,4399279;610,399518;115,3972588;82,86859705;81,75970118;82.47;11;206,361153;1.86306055646481178396;1138.33;1100000
4,06;4,023333333;206,669401;4,838645659;1226,523834;676,8860394;685,93353;115,4281838;83,149989;83,01925865;82.75;15;206,635476;1.89605564648117839607;1158.49;1100000
4,48;4,448333333;207,748004;4,813523985;2738,295728;1305,955996;1317,660677;116,4462148;92,41323711;91,74002622;92.09;29;207,717612;1.98845901639344262295;1212.96;800000
4,48;4,496666667;206,401699;4,844921359;2871,46167;1251,580752;1272,755839;116,4900348;92,81196398;92,7737632;92.33;24;206,373385;2.03986906710310965630;1246.36;800000
4,48;4,516666667;206,686167;4,838253157;3109,583362;1293,412049;1316,120344;116,5495224;93,3532521;92,43681977;92.55;21;206,657334;2.04089722675367047308;1251.07;800000
4,48;4,395;206,819341;4,835137735;2272,016054;1278,661124;1273,807117;116,2795913;90,89710037;90,48341232;90.42;25;206,79035;1.99770867430441898527;1220.60;800000
4,48;4,553333333;206,893797;4,833397688;3570,607915;1733,445498;1742,131063;116,6432001;94,20564223;94,07136322;93.86;26;206,865506;2.05424590163934426229;1253.09;800000
4,48;4,571666667;207,413625;4,821284041;4006,131402;1785,468334;1799,046264;116,7110033;94,82259556;95,51667578;94.32;30;207,385225;2.05003273322422258592;1252.57;900000
4,48;4,441666667;206,864551;4,834081021;2548,326757;1908,944919;1864,528694;116,387869;91,88233807;91,48377415;91.10;30;206,835346;2.01267536704730831973;1233.77;900000
4,48;4,52;207,536339;4,818433267;3350,832865;1297,418539;1325,634331;116,5993261;93,80642523;94,06451613;93.32;22;207,507237;2.03090016366612111292;1240.88;900000
4,48;4,606666667;207,037382;4,830045619;4476,697502;2973,860495;2942,947528;116,7717367;95,37522064;95,73159703;95.03;49;207,008406;2.06065573770491803278;1257.00;900000
4,48;4,401666667;207,968446;4,808421755;2458,481848;1203,405607;1207,986452;116,3503315;91,54077765;91,57675563;91.22;23;207,937584;1.96744262295081967213;1200.14;900000
4,48;4,526666667;203,069424;4,92442427;2514,093991;1396,066746;1395,570934;116,3923112;91,92275926;91,73568931;91.61;25;203,040024;2.10421311475409836065;1283.57;1200000
4,48;4,395;205,290126;4,871154884;2100,156971;1064,846416;1068,025122;116,2057286;90,22501038;90,5971564;89.77;19;205,257603;1.99526229508196721311;1217.11;1200000
4,48;4,616666667;204,97609;4,878617794;3817,506;1516,167304;1540,482008;116,689906;94,63062822;94,11658545;93.22;40;204,946672;2.04076175040518638573;1259.15;1200000
4,48;4,491666667;204,618078;4,887153715;2528,527811;1854,585513;1810,251284;116,3906474;91,90762004;91,50435912;91.29;46;204,58659;2.04568627450980392156;1251.96;1200000
4,48;4,396666667;204,447407;4,89123347;2021,971538;892,4103527;914,798744;116,1687692;89,88870994;89,4826606;89.59;19;204,415655;2.02970491803278688524;1238.12;1200000
4,56;4,481666667;207,117873;4,828168547;2885,987222;1195,840939;1223,534903;116,4912836;92,82332675;91,46681539;92.36;19;207,087547;2.02224222585924713584;1235.59;1300000
4,56;4,488333333;206,696693;4,83800677;2859,811173;3101,248202;2984,739911;116,485683;92,77236571;92,83460182;92.15;53;206,668263;2.02348039215686274509;1238.37;1300000
4,56;4,621666667;206,770206;4,836286713;4659,396992;2368,586679;2374,163446;116,7922964;95,56229687;94,95222643;94.44;42;206,740415;2.04032520325203252032;1254.80;1300000
4,56;4,633333333;206,635717;4,839434414;4851,988146;2241,794408;2255,840294;116,8119596;95,74121554;95,23467002;95.40;35;206,607991;2.05337704918032786885;1252.56;1300000
4,56;4,528333333;206,924694;4,832675988;3285,770118;1376,348921;1395,369604;116,5878936;93,70239893;93,9650414;93.23;25;206,895295;2.01387888707037643207;1230.48;1300000
4,64;4,661666667;205,906757;4,856567189;5130,822581;1708,609665;1746,741405;116,8389566;95,98686655;96,21090259;95.32;25;205,880082;2.09887254901960784313;1284.51;1000000
4,64;4,7;206,305765;4,84717429;6794,665016;1758,364859;1811,338394;116,9463117;96,96370955;95,85179933;96.13;27;206,278789;2.08383360522022838499;1277.39;1000000
4,64;4,675;206,075222;4,85259698;5630,726368;1932,529399;1963,219558;116,8777843;96,34016629;96,2929959;95.83;33;206,048293;2.08003273322422258592;1270.90;1000000
4,64;4,641666667;206,804788;4,835477987;5159,65733;1606,80776;1644,274331;116,8395086;95,9918891;95,18937354;95.64;30;206,776047;2.05567213114754098360;1253.96;1000000
4,64;4,723333333;207,095902;4,828680772;9492,399723;3392,367932;3423,048744;117,0402309;97,81829771;97,38931028;96.98;48;207,070333;2.10326264274061990212;1289.30;1000000
4,64;4,646666667;206,39926;4,844978611;5042,560618;1925,064231;1952,6307;116,8301635;95,90685615;94,33387126;94.16;43;206,371414;2.02476575121163166397;1253.33;1100000
4,64;4,503333333;206,283287;4,84770247;2903,86069;1372,403078;1384,455775;116,4992968;92,89624025;92,71045328;92.27;25;206,253183;2.01885620915032679738;1235.54;1100000
4,64;4,645;205,459871;4,867130477;4501,858603;2162,583809;2173,24774;116,7784285;95,43611008;94,51121076;94.78;35;205,430807;2.06776143790849673202;1265.47;1100000
4,64;4,498333333;206,628268;4,839608877;2930,183599;1190,414346;1216,708903;116,5050163;92,94828256;92,48008891;92.47;28;206,59755;2.01252045826513911620;1229.65;1100000
4,64;4,633333333;207,040691;4,829968424;5085,562282;2108,323771;2128,654181;116,832581;95,9288535;95,93598274;95.27;31;207,01101;2.06503267973856209150;1263.80;1100000
5,04;5,058333333;206,384486;4,845325438;-4694,66166;14053,50253;14754,92599;117,7631372;104,3961525;99,9670565;99.69;133;206,361618;2.13767295597484276729;1359.56;800000
5,04;5,145;206,725919;4,837322794;-3250,159515;15126,54478;16188,3439;117,9790173;106,3604853;99,96761134;99.67;189;206,703286;2.10955246913580246913;1366.99;800000
5,04;4,971666667;207,003931;4,830826135;-7100,228825;17735,62842;18341,55486;117,6004084;102,9154544;99,86592928;99.55;147;206,980969;2.08453821656050955414;1309.09;800000
5,04;4,975;209,299089;4,777851661;-5072,322721;11085,23694;11613,30252;117,73348;104,1262968;99,66504773;99.44;130;209,272963;2.22595911949685534591;1415.71;800000
5,04;5,085;206,746197;4,836848341;-4029,793734;14861,46295;15715,4882;117,8438355;105,1304412;99,86891693;99.45;159;206,722548;2.09943925233644859813;1347.84;800000
5,04;5,111666667;207,219141;4,825809021;-3498,244724;18920,49046;20147,80992;117,9309946;105,9235176;99,67400163;99.27;182;207,194454;2.08555555555555555555;1351.44;900000
5,04;5,103333333;207,196418;4,826338262;-3610,172543;21299,5961;22624,84537;117,9107423;105,7392387;99,90204082;99.55;183;207,172658;2.12908527131782945736;1373.26;900000
5,04;5,161666667;215,598158;4,638258551;-1910,555016;35511,55105;39356,35413;118,5201756;111,2845826;99,7740113;99.47;339;215,568364;2.49603829160530191458;1694.81;900000
5,04;5,028333333;205,714276;4,861111341;-5980,074654;11019,9068;11448,28037;117,6580555;103,4399951;99,96685998;99.58;114;205,691227;2.14115689381933438985;1351.07;900000
5,04;5,081666667;203,11012;4,923437591;-6319,950984;13301,8704;13776,30754;117,6331958;103,2137926;99,4097393;99.21;122;203,084843;2.18037974683544303797;1378.00;900000
5,04;5,043333333;204,139879;4,898601904;-6909,349312;14316,66239;14826,94653;117,6047046;102,9545456;99,83479266;99.60;111;204,116628;2.15283439490445859872;1351.98;1200000
5,04;4,971666667;204,340214;4,893799318;-12842,35334;9882,445977;10135,12207;117,4548666;101,5911431;99,16205799;98.92;81;204,316323;2.13381410256410256410;1331.50;1200000
5,04;5,061666667;204,219713;4,896686932;-6061,350534;12529,64874;13033,12452;117,6502763;103,3692114;99,83539095;99.52;110;204,196576;2.15629160063391442155;1360.62;1200000
5,04;4,918333333;204,191791;4,897356525;-47671,69451;6152,084935;6275,579411;117,3270734;100,4283292;98,50923259;98.11;67;204,167887;2.13379421221864951768;1327.22;1200000
5,04;5,045;204,83666;4,881938614;-6132,659755;10791,79212;11242,92838;117,6470764;103,340095;99,30635838;99.02;119;204,811569;2.12981072555205047318;1350.30;1200000
5,13;5,035;206,123997;4,851448713;-5448,068588;12924,65237;13505,81408;117,6957992;103,7834325;99,93380771;99.61;122;206,100792;2.11034755134281200631;1335.85;1300000
5,13;5,168333333;206,073658;4,852633809;-3167,568918;18431,7925;19726,28981;117,9949803;106,5057356;99,93551507;99.67;193;206,050375;2.10818181818181818181;1368.21;1300000
5,13;5,21;206,737162;4,837059725;-2681,394495;18786,80575;20365,79621;118,1273357;107,7100614;99,42427635;99.25;239;206,71362;2.07544764795144157814;1367.72;1300000
5,13;5,055;206,557725;4,841261686;-4678,618361;14679,07737;15415,43704;117,7652008;104,41493;99,96703478;99.58;138;206,534794;2.11896389324960753532;1349.78;1300000
5,13;4,996666667;207,024991;4,830334711;-6012,073831;9989,417657;10441,93436;117,6584392;103,4434872;98,99949975;98.65;131;206,999488;2.07806907378335949764;1323.73;1300000
5,22;5,103333333;207,554189;4,818018874;-3504,904738;16333,68613;17369,38225;117,9308081;105,9218211;99,86938776;99.57;179;207,531033;2.14284829721362229102;1384.28;1000000
5,22;5,226666667;207,776564;4,81286234;-2416,601121;25073,01701;27309,58636;118,2249075;108,5978841;99,80870397;0.11;254;207,750923;.86800000000000000000;529.48;1000000
5,22;5,295;207,597924;4,817003854;-2092,067077;27306,70161;30115,50083;118,3705488;109,9231008;99,90558615;99.59;290;207,573188;2.09161194029850746268;1401.38;1000000
5,22;5,173333333;208,287919;4,801046574;-2686,101442;26544,47194;28666,07733;118,1321957;107,7542834;99,83894347;99.58;236;208,263593;2.09872146118721461187;1378.86;1000000
5,22;5,115;206,957454;4,831911007;-3532,45808;17595,65823;18727,42092;117,9238753;105,8587377;99,9674214;99.68;174;206,93523;2.12148837209302325581;1368.36;1100000
5,22;5,365;207,445058;4,820553498;-1836,727753;30758,42443;34321,52802;118,5212407;111,2942736;99,96893928;99.63;327;207,420659;2.12646017699115044247;1441.74;1100000
5,22;5,4;207,25803;4,824903527;-1738,838695;33877,65948;38032,72534;118,589935;111,9193362;99,96914056;99.60;347;207,234753;2.08403225806451612903;1421.31;1100000
5,22;5,021666667;208,041103;4,806742445;-4652,802695;16605,62649;17446,09896;117,7713967;104,4713072;99,76771196;99.47;140;208,015117;2.07885579937304075235;1326.31;1100000
5,22;5,165;207,209194;4,826040682;-2950,206553;19136,52188;20562,70764;118,051888;107,0235487;99,96773673;99.68;215;207,185743;2.08467791411042944785;1359.21;1100000
6;5,953333333;181,175773;5,519501771;-2305,042066;11941,27876;13681,78302;118,1438115;107,8599769;99,44016795;99.24;255;181,136471;2.84122727272727272727;1875.21;1200000
6;5,953333333;181,175773;5,519501771;-2305,042066;11941,27876;13681,78302;118,1438115;107,8599769;99,44016795;99.24;255;181,136471;2.84122727272727272727;1875.21;1200000
6;6,03;191,944219;5,20984693;-1219,28459;40657,82966;46247,06432;119,0100858;115,7423641;99,91692052;99.62;501;191,892905;3.72443971631205673758;2625.73;1200000
6;6,03;191,944219;5,20984693;-1219,28459;40657,82966;46247,06432;119,0100858;115,7423641;99,91692052;99.62;501;191,892905;3.72443971631205673758;2625.73;1200000
6;6,075;170,855263;5,852907206;-4502,622449;8778,893647;9162,765886;117,6970235;103,7945723;99,8628446;99.45;148;170,823042;2.13553627760252365930;1353.93;1200000
6;6,075;170,855263;5,852907206;-4502,622449;8778,893647;9162,765886;117,6970235;103,7945723;99,8628446;99.45;148;170,823042;2.13553627760252365930;1353.93;1200000
6;6,126666667;184,649491;5,415666161;-1406,46876;40928,86517;45541,1515;118,7228318;113,1285882;99,97280022;99.65;448;184,606283;2.84245283018867924528;1958.45;1200000
6;6,126666667;184,649491;5,415666161;-1406,46876;40928,86517;45541,1515;118,7228318;113,1285882;99,97280022;99.65;448;184,606283;2.84245283018867924528;1958.45;1200000
6;5,726666667;181,691025;5,503849186;-4487,978213;9699,670066;10290,053;117,7249185;104,0483937;99,50531064;99.23;151;181,648891;2.79437106918238993710;1777.22;1300000
6;5,726666667;181,691025;5,503849186;-4487,978213;9699,670066;10290,053;117,7249185;104,0483937;99,50531064;99.23;151;181,648891;2.79437106918238993710;1777.22;1300000
6;5,996666667;185,870727;5,380083331;-1621,840782;27150,64944;30342,80994;118,5395067;111,4604793;99,97221064;99.65;365;185,827346;3.13854197349042709867;2131.07;1300000
6;5,996666667;185,870727;5,380083331;-1621,840782;27150,64944;30342,80994;118,5395067;111,4604793;99,97221064;99.65;365;185,827346;3.13854197349042709867;2131.07;1300000
6;6,041666667;184,29285;5,426146484;-1624,642096;36674,81774;40587,82541;118,5266613;111,3435969;99,80692318;99.53;391;184,248315;3.09731958762886597938;2103.08;1300000
6;6,041666667;184,29285;5,426146484;-1624,642096;36674,81774;40587,82541;118,5266613;111,3435969;99,80692318;99.53;391;184,248315;3.09731958762886597938;2103.08;1300000
6;6,12;184,477772;5,420707271;-1430,016298;38640,13134;43781,4945;118,6977536;112,9003965;99,97277059;99.59;430;184,43595;3.48241630276564774381;2392.42;1300000
6;6,12;184,477772;5,420707271;-1430,016298;38640,13134;43781,4945;118,6977536;112,9003965;99,97277059;99.59;430;184,43595;3.48241630276564774381;2392.42;1300000
6;5,935;167,959118;5,953829789;53107,34104;3841,205932;3908,922032;117,2452426;99,68373653;99,46651692;98.99;49;167,93275;2.03370915032679738562;1244.63;1400000
6;5,935;167,959118;5,953829789;53107,34104;3841,205932;3908,922032;117,2452426;99,68373653;99,46651692;98.99;49;167,93275;2.03370915032679738562;1244.63;1400000
6;5,94;167,558806;5,968053986;35645,55882;4789,631953;4856,493029;117,2283394;99,52993076;97,67148268;97.55;83;167,530478;2.01367741935483870967;1248.48;1400000
6;5,94;167,558806;5,968053986;35645,55882;4789,631953;4856,493029;117,2283394;99,52993076;97,67148268;97.55;83;167,530478;2.01367741935483870967;1248.48;1400000
6;5,965;167,269338;5,978382003;74727,22723;6442,034464;6502,433352;117,2554;99,77616012;97,87679844;97.47;102;167,240741;2.00882636655948553054;1249.49;1400000
6;5,965;167,269338;5,978382003;74727,22723;6442,034464;6502,433352;117,2554;99,77616012;97,87679844;97.47;102;167,240741;2.00882636655948553054;1249.49;1400000
6;6,003333333;167,763616;5,960768037;-23493,31692;4394,2971;4500,858619;117,3584786;100,7140908;98,47328244;98.38;76;167,735121;2.04188405797101449275;1268.01;1400000
6;6,003333333;167,763616;5,960768037;-23493,31692;4394,2971;4500,858619;117,3584786;100,7140908;98,47328244;98.38;76;167,735121;2.04188405797101449275;1268.01;1400000
