Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:45:07   5.8   0.0   0.4  93.7   0.0    2   2041   1722    2    2   39   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:08   7.5   0.0   0.3  92.1   0.2    2   1677   1644    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:09   8.7   0.0   0.3  91.1   0.0    2   1689   1751    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:45:10   8.5   0.0   0.3  91.1   0.2    2   1685   1812    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:11   8.8   0.0   0.3  91.0   0.0    2   1690   1764    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:12  10.6   0.0   0.6  88.7   0.1    2   3072   2753   16    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:13   9.8   0.0   1.2  88.9   0.2    3   2491   2843   20    3    6   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:14  10.3   0.0   0.5  89.2   0.0    2   1816   2266    7    2    4   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:15   8.6   0.0   0.2  91.2   0.1    2   1658   1714    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:16   8.8   0.0   0.3  90.9   0.0    2   1632   1788    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:17   9.0   0.0   0.3  90.5   0.3    2   2175   2014    2    2    2   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
00:45:18  16.0   0.0   1.3  82.6   0.2    3   3116   3347    3    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:19  16.0   0.0   1.1  82.9   0.0    3   2880   3115    2    2    2   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
00:45:20  15.8   0.0   1.1  83.0   0.1    3   2847   3197    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:21  16.0   0.0   1.2  82.9   0.0    3   2843   3198    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:22  16.1   0.0   1.2  82.7   0.1    3   4794   3454    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:23  15.9   0.0   1.3  82.7   0.1    3   2863   3204    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:24  13.3   0.0   1.2  85.5   0.0    3   2693   2679    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:25  15.6   0.0   1.0  83.3   0.1    3   2891   3147    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:26  15.8   0.0   1.1  83.2   0.0    3   2845   3205    2    2    3   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:27  14.2   0.0   1.3  84.5   0.1    3   2858   2913    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.13 GHz
00:45:28  15.3   0.0   1.3  83.3   0.1    4   4054   3335    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:29  15.1   0.0   1.2  83.7   0.1    3   2763   3005    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:30  16.2   0.0   0.8  82.8   0.1    3   2914   3219    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:31   9.3   0.0   0.5  90.2   0.0    2   1975   1953    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:32   8.2   0.0   0.2  91.6   0.0    2   1586   1620    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:45:33   7.1   0.0   0.3  92.5   0.2    2   2767   1746    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:34   8.8   0.0   0.2  91.1   0.0    2   1656   1786    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:35   8.5   0.0   0.3  91.1   0.1    2   1725   1756    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:36   8.6   0.0   0.3  91.2   0.0    2   1616   1664    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:37   8.5   0.0   0.2  91.2   0.1    2   1656   1740    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:38   8.7   0.0   0.3  91.0   0.1    2   1735   1749    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:39   8.7   0.0   0.3  91.1   0.0    2   1664   1712    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:40   8.5   0.0   0.3  91.2   0.0    2   1661   1754    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:41  10.4   0.0   1.3  88.2   0.1    2   1706   2284    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:42   8.7   0.0   0.4  90.9   0.0    2   2172   2029    3    2   36   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
00:45:43   8.6   0.0   0.3  91.1   0.1    2   1729   1782    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:44   8.9   0.0   0.4  90.6   0.1    2   1623   1801    3    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:45   8.6   0.0   0.3  91.1   0.1    2   1679   1797    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:46   8.5   0.0   0.2  91.3   0.0    2   1597   1661    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:47   8.8   0.0   0.3  90.9   0.1    2   1801   1818    2    2    2   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
00:45:48   8.6   0.0   0.3  91.1   0.1    2   1707   1755    2    2    3   0.00E  0.88 GHz  0.79 GHz  2.10 GHz
00:45:49   8.6   0.0   0.3  91.2   0.0    2   1661   1803    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:45:50   8.6   0.0   0.2  91.1   0.2    2   1729   1807    2    2    3   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:51   8.5   0.0   0.2  91.3   0.0    2   1661   1766    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:52   8.8   0.0   0.3  91.0   0.0    2   1632   1819    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:53   8.6   0.0   0.3  91.1   0.1    2   1659   1679    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:54   8.5   0.0   0.2  91.3   0.0    2   1592   1668    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:45:55   8.6   0.0   0.4  90.8   0.2    2   1663   1796    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:45:56  18.6   0.0   0.8  80.6   0.0    3   2170   3375    3    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:45:57   9.3   0.0   0.2  90.5   0.1    2   1680   1884    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:58   8.6   0.0   0.3  91.1   0.1    2   1709   1774    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:45:59   8.6   0.0   0.3  91.1   0.0    2   1662   1753    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:00   8.6   0.0   0.3  91.2   0.0    3   1720   1813    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:01  18.2   0.0   0.6  81.1   0.1    2   2074   3326    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:02   8.5   0.0   0.2  91.3   0.0    2   1579   1723    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:03   8.6   0.0   0.3  91.0   0.1    2   1751   1805    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:04   8.6   0.0   0.3  91.2   0.0    2   1588   1677    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:05   8.5   0.0   0.3  91.1   0.1    2   1717   1880    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:06   8.7   0.0   0.3  91.0   0.1    2   1656   1707    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:07   8.6   0.0   0.3  91.1   0.1    2   1694   1805    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:08   8.5   0.0   0.3  91.1   0.2    2   1763   1809    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:09   8.6   0.0   0.2  91.2   0.0    2   1616   1717    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:46:10   8.6   0.0   0.2  91.1   0.2    2   1647   1749    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:46:11   8.8   0.0   0.3  90.9   0.0    2   1757   1847    2    2    4   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:12   8.6   0.0   0.3  91.0   0.2    2   1688   1747    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:13   8.6   0.0   0.2  91.2   0.1    2   1691   1758    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:46:14   8.5   0.0   0.2  91.3   0.0    2   1579   1684    2    2    3   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:46:15   8.6   0.0   0.3  91.1   0.1    2   1706   1729    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:46:16   8.5   0.0   0.2  91.3   0.0    2   1637   1699    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:17   8.6   0.0   0.3  91.2   0.0    2   1617   1793    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:18   8.5   0.0   0.3  91.0   0.3    2   1707   1785    2    2    3   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:46:19   8.5   0.0   0.3  91.2   0.0    2   1643   1737    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:20   8.6   0.0   0.2  91.1   0.1    2   1638   1713    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:21   8.5   0.0   0.3  91.2   0.0    2   1602   1644    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:46:22   7.8   0.0   0.2  92.0   0.1    3   1588   1561    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:23   5.8   0.0   0.3  93.7   0.2    2   1614   1426    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:24   6.1   0.0   0.2  93.7   0.0    2   1489   1413    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:25   8.6   0.0   0.2  91.2   0.1    2   1720   1809    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:26   8.6   0.0   0.3  91.2   0.0    2   1633   1728    2    2    3   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:27   8.5   0.0   0.3  91.1   0.0    2   1683   1796    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:28   6.5   0.0   0.3  93.1   0.2    2   1637   1549    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:29   8.6   0.0   0.3  91.2   0.0    2   1608   1768    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:30   8.0   0.0   0.2  91.7   0.1    2   1625   1708    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:31   8.3   0.0   0.3  91.5   0.0    2   1683   1700    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:46:32   4.2   0.0   0.2  95.7   0.0    2   1390   1101    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:33   8.6   0.0   0.2  91.1   0.1    2   1759   1850    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:34   8.5   0.0   0.3  91.2   0.0    2   1624   1690    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:35   8.5   0.0   0.3  91.1   0.2    2   1722   1818    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:36   9.3   0.0   0.3  90.3   0.0    3   1909   1903    5    2    2   0.00E  0.88 GHz  0.77 GHz  2.10 GHz
00:46:37  11.4   0.0   0.6  88.0   0.1    4   2991   2485    6    2    2   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
00:46:38   4.9   0.0   0.7  94.2   0.2    3   2163   1633   16    2    2   0.00E  0.88 GHz  0.80 GHz  2.13 GHz
00:46:39   8.2   0.1   1.4  90.3   0.0    2   2190   2799   25    3    4   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:46:40   8.8   0.0   0.3  90.7   0.2    2   1864   1854    2    2    3   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
00:46:41   8.8   0.0   1.3  90.0   0.0    1   1667   2126    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.13 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:46:42   4.6   0.0   0.3  95.2   0.0    2   1535   1272    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:43   9.7   0.0   1.3  88.8   0.2    3   3082   2451    3    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:44  13.7   0.0   1.5  84.8   0.0    3   2730   2956    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:46:45  15.7   0.0   1.1  83.2   0.0    3   2911   3221    2    2    2   0.00E  0.88 GHz  0.79 GHz  2.10 GHz
00:46:46  16.1   0.0   1.1  82.8   0.0    3   2829   3234    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:47  15.9   0.0   1.3  82.8   0.0    3   2900   3255    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:46:48  16.2   0.0   1.1  82.6   0.1    3   4288   3375    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:49  14.0   0.0   1.2  84.8   0.0    3   2771   2812    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:50  10.9   0.0   0.9  88.1   0.1    3   2626   2385    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:46:51  14.4   0.0   1.0  84.5   0.1    3   2814   2944    2    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:52  17.2   0.0   1.6  81.2   0.0    3   3627   4050    4    2    2   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:53  16.3   0.0   1.2  82.4   0.2    3   4840   3521    2    2    3   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:54  16.1   0.0   1.0  82.9   0.0    4   2843   3119    3    1    1   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:46:55  16.0   0.0   1.2  82.7   0.2    3   2933   3205    1    1    3   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
00:46:56  12.3   0.0   0.8  87.0   0.0    2   2374   2558    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:57   8.6   0.0   0.3  91.1   0.1    2   1681   1719    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:58   8.8   0.0   0.3  90.7   0.1    2   2679   2005    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:46:59   8.6   0.0   0.3  91.2   0.0    2   1664   1778    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:47:00   8.5   0.0   0.3  91.1   0.1    2   1685   1735    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:47:01   8.6   0.0   0.2  91.2   0.1    2   1584   1692    2    2    2   0.00E  0.91 GHz  0.80 GHz  2.10 GHz
00:47:02   8.6   0.0   0.3  91.1   0.0    2   1693   1776    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:03   8.8   0.0   0.2  90.9   0.2    2   1827   1874    2    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
00:47:04   8.7   0.0   0.2  91.2   0.0    2   1888   1783    4    2    2   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
00:47:05   8.5   0.0   0.3  91.1   0.1    2   1706   1829    2    2    4   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:06   8.7   0.0   0.3  91.0   0.1    2   1704   1755    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:07  18.4   0.0   0.7  80.9   0.0    3   2239   3363    2    2    5   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:08   9.0   0.0   0.4  90.4   0.2    2   2223   2122    3    2   36   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:09   8.5   0.0   0.2  91.3   0.0    2   1674   1760    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:10   8.7   0.0   0.2  91.2   0.0    2   1595   1704    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
00:47:11   8.8   0.0   0.3  90.7   0.2    3   1749   1765    2    2    2   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
