Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:03:36   9.0   0.0   0.6  90.3   0.1    2   1444   2299   14   14   15   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:03:37   9.1   0.0   0.5  90.4   0.0    2   1513   2385   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:03:38   9.1   0.0   0.6  90.3   0.0    2   1478   2405   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:39   9.1   0.0   0.4  90.5   0.0    2   1517   2241   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:03:40   9.2   0.0   0.5  90.2   0.1    2   1557   2273   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:41   7.9   0.0   0.5  91.6   0.0    2   1419   2081   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:03:42   7.0   0.0   0.5  92.4   0.1    2   1336   2022   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:43   5.7   0.0   0.4  93.9   0.0    2   1281   1806   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:44   5.8   0.0   0.5  93.7   0.0    2   1249   1754   14   14   14   0.00E  0.84 GHz  0.80 GHz  0.97 GHz
10:03:45   9.1   0.0   0.6  90.2   0.1    2   1569   2375   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:46   9.0   0.0   0.5  90.4   0.1    3   1455   2345   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:03:47   9.0   0.0   0.5  90.5   0.0    2   1507   2276   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:48   9.2   0.0   0.5  90.3   0.0    2   1515   2356   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:03:49   9.2   0.0   0.4  90.4   0.0    2   1498   2294   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:03:50   9.0   0.0   0.5  90.4   0.1    2   1461   2328   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:03:51   9.1   0.0   0.5  90.4   0.0    2   1493   2416   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:03:52   9.1   0.0   0.4  90.5   0.0    3   1386   2176   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:03:53   9.1   0.0   0.5  90.4   0.0    2   1440   2329   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:03:54   8.8   0.0   0.5  90.6   0.2    2   1432   2244   15   14   15   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:03:55   4.5   0.0   0.4  95.1   0.0    3   1259   1642   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:03:56   5.8   0.0   0.4  93.7   0.0    2   1322   1842   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:03:57   8.7   0.0   0.5  90.8   0.0    1   1484   2237   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.06 GHz
10:03:58   6.5   0.0   0.5  93.0   0.0    2   1497   1932   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:03:59   9.2   0.0   0.5  90.2   0.1    2   1496   2213   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:04:00   8.0   0.0   0.5  91.5   0.0    3   1611   2193   14   14   14   0.00E  0.87 GHz  0.77 GHz  2.10 GHz
10:04:01   4.4   0.0   0.5  95.1   0.0    3   1193   1544   14   14    7   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:04:02   9.1   0.0   0.4  90.4   0.1    8   1461   2124   14   12   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:04:03   8.7   0.0   0.4  90.9   0.0    2   1353   2190    7    9   14   0.00E  0.89 GHz  0.80 GHz  2.13 GHz
10:04:04   3.3   0.0   0.5  96.2   0.1    2   1155   1430   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:04:05   7.9   0.0   0.5  91.6   0.0    2   1378   2085   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:06   6.8   0.0   0.5  92.7   0.0    2   1390   1967   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:07   9.0   0.0   0.3  90.6   0.0    2   1453   2242   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:08   8.5   0.0   0.5  90.9   0.1    2   1392   2095   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:09   9.1   0.0   0.5  90.3   0.1    2   1532   2370   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:10   9.0   0.0   0.5  90.5   0.0    2   1357   2301   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:11   8.6   0.0   0.5  90.9   0.0    2   1459   2109   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:12   8.8   0.0   0.5  90.7   0.0    2   1492   2216   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.13 GHz
10:04:13   6.7   0.0   0.5  92.8   0.0    3   1345   1867   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:14   9.0   0.0   0.5  90.4   0.1    2   1421   2211   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:15   9.4   0.0   0.4  90.1   0.1    4   1614   2311   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:04:16   9.2   0.0   0.5  90.3   0.0    3   1528   2395   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:17   9.0   0.0   0.5  90.5   0.0    2   1437   2224   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:18   9.1   0.0   0.4  90.5   0.0    2   1465   2267   14   14   15   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:19   9.1   0.0   0.6  90.2   0.1    2   1492   2326   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:20   9.0   0.0   0.4  90.6   0.0    2   1413   2217   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:21   9.0   0.0   0.6  90.3   0.1    2   1510   2270   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:22   8.9   0.0   0.5  90.6   0.0    2   1418   2359   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:04:23   9.0   0.0   0.6  90.3   0.1    2   1526   2477   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:04:24   9.0   0.0   0.5  90.4   0.1    2   1463   2301   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:04:25   9.0   0.0   0.5  90.4   0.1    2   1465   2403   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:04:26   9.0   0.0   0.5  90.5   0.0    2   1460   2354   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:27   9.0   0.0   0.6  90.4   0.0    2   1489   2401   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:28   9.1   0.0   0.4  90.5   0.0    2   1397   2248   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:29   9.3   0.0   0.5  90.1   0.1    3   1493   2387   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:30   9.0   0.0   0.5  90.5   0.0    2   1345   2220   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:31   9.0   0.0   0.5  90.5   0.0    2   1464   2149   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:32   9.0   0.0   0.5  90.5   0.0    2   1426   2239   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:04:33   9.1   0.0   0.5  90.3   0.1    2   1415   2336   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:04:34   9.0   0.0   0.5  90.5   0.0    2   1466   2381   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:35   9.0   0.0   0.4  90.5   0.1    2   1530   2262   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:36   9.1   0.0   0.5  90.4   0.0    2   1415   2228   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:37   8.9   0.0   0.5  90.6   0.0    2   1440   2308   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:38   9.0   0.0   0.6  90.4   0.0    2   1417   2318   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:39   9.0   0.0   0.4  90.6   0.0    2   1449   2205   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:40   9.0   0.0   0.6  90.2   0.2    2   1366   2190   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:41   8.4   0.0   0.5  91.1   0.0    1   1415   2205   14   14   14   0.00E  0.81 GHz  0.80 GHz  0.87 GHz
10:04:42   2.8   0.0   0.6  96.7   0.0    2   1099   1396   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:43   7.5   0.0   0.5  92.0   0.0    2   1357   2124   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.13 GHz
10:04:44   3.8   0.0   0.5  95.7   0.0    1   1085   1366   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.13 GHz
10:04:45   4.7   0.0   0.5  94.7   0.2    2   1233   1676   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:04:46   7.2   0.0   0.5  92.3   0.0    2   1275   1933   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:47   6.8   0.0   0.6  92.6   0.1    2   1333   1981   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:48   9.0   0.0   0.4  90.6   0.0    2   1464   2392   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:04:49   9.1   0.0   0.5  90.4   0.0    2   1455   2295   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:50   9.0   0.0   0.5  90.4   0.1    3   1508   2349   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:51   9.1   0.0   0.5  90.4   0.0    2   1487   2359   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:52   9.0   0.0   0.4  90.6   0.0    2   1468   2289   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:53   9.0   0.0   0.6  90.3   0.1    2   1421   2242   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:04:54   9.0   0.0   0.5  90.5   0.0    2   1423   2381   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:04:55   8.8   0.0   0.5  90.6   0.1    2   1483   2248   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:56   8.0   0.0   0.6  91.4   0.0    1   1377   2084   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.13 GHz
10:04:57   5.8   0.0   0.5  93.7   0.0    2   1335   1847   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:58   6.7   0.0   0.5  92.8   0.0    2   1337   1993   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:04:59   9.0   0.0   0.6  90.4   0.0    2   1459   2316   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:00   9.1   0.0   0.5  90.2   0.2    2   1623   2211   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:01   9.1   0.0   0.6  90.2   0.1    2   1541   2257   17   16   17   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:02   9.0   0.0   0.6  90.4   0.0    2   1498   2356   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:03   9.1   0.0   0.4  90.5   0.0    2   1466   2284   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:04   8.3   0.0   0.4  91.2   0.1    1   1381   2081   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:05   6.7   0.0   0.4  92.9   0.0    2   1401   2110   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:06   9.1   0.0   0.5  90.4   0.0    2   1514   2547   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:07   9.1   0.0   0.4  90.2   0.3    2   1538   2382   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:08   9.0   0.0   0.5  90.5   0.0    2   1476   2204   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:09   9.0   0.0   0.5  90.5   0.0    2   1458   2332   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:10   9.2   0.0   0.4  90.3   0.1    2   1410   2233   14   14   16   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:11   9.2   0.0   0.5  90.3   0.0    2   1495   2439   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:05:12   9.1   0.0   0.4  90.4   0.1    2   1484   2332   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:13   9.0   0.0   0.5  90.5   0.0    2   1412   2272   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:14   9.0   0.0   0.5  90.5   0.0    2   1511   2234   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:15   9.1   0.0   0.5  90.4   0.0    2   1505   2283   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:16   9.1   0.0   0.5  90.4   0.0    2   1427   2238   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:17   9.0   0.0   0.5  90.3   0.2    2   1428   2357   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:18   9.1   0.0   0.4  90.5   0.0    2   1442   2283   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:19   9.0   0.0   0.4  90.6   0.0    2   1394   2152   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:20   9.0   0.0   0.4  90.5   0.1    2   1411   2212   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:21   8.9   0.0   0.4  90.6   0.0    2   1452   2253   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:22   9.1   0.0   0.5  90.3   0.1    2   1437   2361   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:23   9.0   0.0   0.6  90.4   0.0    2   1427   2353   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:24   9.0   0.0   0.4  90.6   0.0    2   1443   2179   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:25   9.0   0.0   0.6  90.4   0.0    2   1416   2328   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:26   9.0   0.0   0.5  90.5   0.0    2   1442   2405   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:27   9.0   0.0   0.5  90.3   0.2    2   1490   2237   14   14   15   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:28   8.9   0.0   0.6  90.5   0.0    2   1462   2296   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:29   8.9   0.0   0.4  90.6   0.1    2   1478   2327   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:05:30   9.0   0.0   0.6  90.4   0.0    2   1438   2362   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:31   9.0   0.0   0.5  90.5   0.0    2   1429   2292   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:32   8.9   0.0   0.5  90.5   0.1    2   1451   2159   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:33   9.0   0.0   0.5  90.3   0.2    2   1435   2318   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:34   9.0   0.0   0.6  90.4   0.0    2   1486   2304   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:05:35   9.1   0.0   0.4  90.5   0.0    2   1443   2454   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:36   9.0   0.0   0.3  90.6   0.1    2   1429   2276   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:37   9.0   0.0   0.5  90.4   0.1    2   1506   2286   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:38   8.9   0.0   0.5  90.6   0.0    2   1447   2316   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:39   8.3   0.0   0.5  91.2   0.0    2   1468   2257   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:40   9.0   0.0   0.5  90.5   0.0    2   1480   2273   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:41   9.0   0.0   0.3  90.6   0.0    2   1426   2188   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:42   9.0   0.0   0.5  90.4   0.1    2   1504   2338   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:43   9.0   0.0   0.5  90.5   0.0    2   1447   2298   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:05:44   9.0   0.0   0.5  90.5   0.0    3   1430   2282   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:05:45   9.0   0.0   0.5  90.4   0.1    2   1475   2331   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:05:46   9.2   0.0   0.5  90.3   0.0    2   1457   2330   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:05:47   9.0   0.0   0.5  90.4   0.1    2   1473   2288   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:48   8.9   0.0   0.5  90.6   0.0    2   1447   2269   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:05:49   9.0   0.0   0.5  90.5   0.0    2   1422   2192   14   14   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:05:50   8.9   0.0   0.6  90.6   0.0    2   1486   2291   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:51   9.0   0.0   0.4  90.5   0.1    2   1480   2277   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:52   9.0   0.0   0.5  90.4   0.1    3   1469   2244   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:53   8.9   0.0   0.5  90.6   0.0    2   1445   2392   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:54   9.0   0.0   0.5  90.5   0.0    2   1460   2275   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:55   9.0   0.0   0.4  90.6   0.0    2   1431   2103   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:56   9.0   0.0   0.5  90.5   0.0    3   1382   2157   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:57   9.0   0.0   0.4  90.5   0.1    2   1509   2266   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:05:58   9.0   0.0   0.6  90.4   0.0    2   1450   2292   14   14   14   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:05:59   8.9   0.0   0.5  90.5   0.1    3   1421   2287   14   14    7   0.00E  0.87 GHz  0.80 GHz  2.10 GHz
10:06:00   9.2   0.0   0.4  90.4   0.0    8   1602   2455   14   13   14   0.00E  0.88 GHz  0.80 GHz  2.10 GHz
10:06:01   8.9   0.0   0.4  90.6   0.0    4   1484   2302    8    8   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:06:02   9.1   0.0   0.4  90.5   0.0    2   1438   2257   13   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:03   8.9   0.0   0.5  90.3   0.3    2   1463   2308   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:04   9.0   0.0   0.6  90.4   0.0    2   1485   2357   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:05   9.0   0.0   0.4  90.6   0.0    2   1519   2400   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:06   9.1   0.0   0.4  90.5   0.0    2   1517   2283   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:07   9.0   0.0   0.5  90.4   0.1    2   1461   2278   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:08   9.0   0.0   0.6  90.3   0.1    2   1500   2281   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:09   9.0   0.0   0.5  90.5   0.0    2   1498   2254   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:10   9.0   0.0   0.4  90.6   0.0    2   1480   2329   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:11   9.2   0.0   0.4  90.3   0.1    2   1534   2358   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:12   9.0   0.0   0.5  90.5   0.0    2   1464   2250   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:06:13   9.0   0.0   0.5  90.4   0.1    2   1450   2266   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:14   9.3   0.0   0.5  90.2   0.0    2   1495   2319   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:06:15   8.9   0.0   0.5  90.6   0.0    2   1434   2103   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:16   9.1   0.0   0.4  90.5   0.0    2   1434   2253   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:17   9.0   0.0   0.4  90.5   0.1    2   1455   2401   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:18   9.1   0.0   0.4  90.4   0.1    2   1468   2285   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:19   8.9   0.0   0.5  90.6   0.0    2   1495   2288   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:20   9.0   0.0   0.5  90.5   0.0    2   1469   2261   14   14   15   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   CPU Freq  Freq Min  Freq Max
10:06:21   9.0   0.0   0.5  90.5   0.0    2   1476   2388   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:22   9.0   0.0   0.4  90.6   0.0    2   1426   2259   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:06:23   8.9   0.0   0.6  90.4   0.1    2   1512   2424   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:06:24   9.1   0.0   0.5  90.4   0.0    2   1473   2276   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:25   9.1   0.0   0.4  90.5   0.0    2   1471   2340   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
10:06:26   9.1   0.0   0.5  90.3   0.1    3   1498   2400   14   14   14   0.00E  0.89 GHz  0.80 GHz  2.10 GHz
10:06:27   9.0   0.0   0.5  90.5   0.0    2   1437   2275   14   14   14   0.00E  0.90 GHz  0.80 GHz  2.10 GHz
